Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	4.1583e-03	0.0000e+00	6.4403e-09	0.0000e+00
2	4.800000	0	4.1076e-03	0.0000e+00	5.4143e-09	0.0000e+00
3	4.700000	0	4.0579e-03	0.0000e+00	4.5236e-09	0.0000e+00
4	4.600000	0	4.0209e-03	0.0000e+00	3.6930e-09	0.0000e+00
5	4.500000	0	3.9823e-03	0.0000e+00	3.0196e-09	0.0000e+00
6	4.400000	0	3.9430e-03	0.0000e+00	2.4749e-09	0.0000e+00
7	4.300000	0	3.9022e-03	0.0000e+00	2.0333e-09	0.0000e+00
8	4.200000	0	3.8604e-03	0.0000e+00	1.6735e-09	0.0000e+00
9	4.100000	0	3.8179e-03	0.0000e+00	1.3785e-09	0.0000e+00
10	4.000000	0	3.7748e-03	0.0000e+00	1.1356e-09	0.0000e+00
11	3.900000	0	3.7320e-03	0.0000e+00	9.3543e-10	0.0000e+00
12	3.800000	0	3.6900e-03	0.0000e+00	7.7086e-10	0.0000e+00
13	3.700000	0	3.6455e-03	0.0000e+00	6.3611e-10	0.0000e+00
14	3.600000	0	3.6002e-03	0.0000e+00	5.2573e-10	0.0000e+00
15	3.500000	0	3.5546e-03	0.0000e+00	4.3511e-10	0.0000e+00
16	3.400000	0	3.5072e-03	0.0000e+00	3.6056e-10	0.0000e+00
17	3.300000	0	3.4593e-03	0.0000e+00	2.9897e-10	0.0000e+00
18	3.200000	0	3.4120e-03	0.0000e+00	2.4777e-10	0.0000e+00
19	3.100000	0	3.3667e-03	0.0000e+00	2.0499e-10	0.0000e+00
20	3.000000	0	3.3214e-03	0.0000e+00	1.6926e-10	0.0000e+00
21	2.900000	0	3.2783e-03	0.0000e+00	1.3964e-10	0.0000e+00
22	2.800000	0	3.2339e-03	0.0000e+00	1.1530e-10	0.0000e+00
23	2.700000	0	3.1884e-03	0.0000e+00	9.5382e-11	0.0000e+00
24	2.600000	0	3.1414e-03	0.0000e+00	7.9059e-11	0.0000e+00
25	2.500000	0	3.0934e-03	0.0000e+00	6.5648e-11	0.0000e+00
26	2.400000	0	3.0431e-03	0.0000e+00	5.4612e-11	0.0000e+00
27	2.300000	0	2.9921e-03	0.0000e+00	4.5506e-11	0.0000e+00
28	2.200000	0	2.9400e-03	0.0000e+00	3.7964e-11	0.0000e+00
29	2.100000	0	2.8875e-03	0.0000e+00	3.1688e-11	0.0000e+00
30	2.000000	0	2.8353e-03	0.0000e+00	2.6449e-11	0.0000e+00
31	1.900000	0	2.7837e-03	0.0000e+00	2.2077e-11	0.0000e+00
32	1.800000	0	2.7308e-03	0.0000e+00	1.8433e-11	0.0000e+00
33	1.700000	0	2.6792e-03	0.0000e+00	1.5392e-11	0.0000e+00
34	1.600000	0	2.6280e-03	0.0000e+00	1.2848e-11	0.0000e+00
35	1.500000	0	2.5775e-03	0.0000e+00	1.0720e-11	0.0000e+00
36	1.400000	0	2.5272e-03	0.0000e+00	8.9412e-12	0.0000e+00
37	1.300000	0	2.4779e-03	0.0000e+00	7.4561e-12	0.0000e+00
38	1.200000	0	2.4292e-03	0.0000e+00	6.2179e-12	0.0000e+00
39	1.100000	0	2.3800e-03	0.0000e+00	5.1864e-12	0.0000e+00
40	1.000000	0	2.3316e-03	0.0000e+00	4.3278e-12	0.0000e+00
41	0.900000	0	2.2830e-03	0.0000e+00	3.6135e-12	0.0000e+00
42	0.800000	0	2.2340e-03	0.0000e+00	3.0197e-12	0.0000e+00
43	0.700000	0	2.1854e-03	0.0000e+00	2.5255e-12	0.0000e+00
44	0.600000	0	2.1363e-03	0.0000e+00	2.1136e-12	0.0000e+00
45	0.500000	0	2.0875e-03	0.0000e+00	1.7694e-12	0.0000e+00
46	0.400000	0	2.0397e-03	0.0000e+00	1.4809e-12	0.0000e+00
47	0.300000	0	1.9930e-03	0.0000e+00	1.2387e-12	0.0000e+00
