100.000000	200.000000	300.000000	400.000000	500.000000	600.000000	700.000000	800.000000	900.000000	1000.000000	1100.000000	1200.000000	1300.000000	1400.000000	1500.000000	1600.000000	1700.000000	1800.000000	1900.000000	2000.000000	2100.000000	2200.000000	2300.000000	2400.000000	2500.000000	2600.000000	2700.000000	2800.000000	2900.000000	3000.000000	
2.426150e+05	2.373390e+05	2.316280e+05	2.256700e+05	2.195490e+05	2.133120e+05	2.069900e+05	2.006020e+05	1.941630e+05	1.876810e+05	1.811650e+05	1.746190e+05	1.680470e+05	1.614530e+05	1.548400e+05	1.482100e+05	1.415640e+05	1.349050e+05	1.282340e+05	1.215520e+05	1.148600e+05	1.081590e+05	1.014500e+05	9.473400e+04	8.801200e+04	8.128400e+04	7.455100e+04	6.781400e+04	6.107200e+04	5.432700e+04	
1.502350e+05	1.565410e+05	1.633110e+05	1.702470e+05	1.772240e+05	1.841910e+05	1.911300e+05	1.980370e+05	2.049130e+05	2.117590e+05	2.185780e+05	2.253720e+05	2.321440e+05	2.388960e+05	2.456290e+05	2.523470e+05	2.590500e+05	2.657400e+05	2.724190e+05	2.790890e+05	2.857500e+05	2.924060e+05	2.990540e+05	3.056980e+05	3.123390e+05	3.189780e+05	3.256160e+05	3.322530e+05	3.388890e+05	3.455270e+05	
2.124500e+05	2.080040e+05	2.031860e+05	1.981500e+05	1.929570e+05	1.876400e+05	1.822200e+05	1.767130e+05	1.711320e+05	1.654850e+05	1.597820e+05	1.540280e+05	1.482300e+05	1.423940e+05	1.365220e+05	1.306200e+05	1.246890e+05	1.187340e+05	1.127570e+05	1.067600e+05	1.007440e+05	9.471200e+04	8.866400e+04	8.260300e+04	7.653000e+04	7.044400e+04	6.434900e+04	5.824300e+04	5.212900e+04	4.600700e+04	
3.721400e+04	3.580300e+04	3.424800e+04	3.266000e+04	3.107000e+04	2.949300e+04	2.793500e+04	2.639900e+04	2.488400e+04	2.339100e+04	2.191600e+04	2.045800e+04	1.901400e+04	1.758300e+04	1.616300e+04	1.475300e+04	1.335200e+04	1.196000e+04	1.057500e+04	9.197000e+03	7.826000e+03	6.462000e+03	5.103000e+03	3.750000e+03	2.404000e+03	1.063000e+03	-2.710000e+02	-1.600000e+03	-2.924000e+03	-4.241000e+03	
7.052000e+03	1.053600e+04	1.450600e+04	1.877700e+04	2.323600e+04	2.781900e+04	3.248500e+04	3.721100e+04	4.198100e+04	4.678300e+04	5.160900e+04	5.645200e+04	6.130800e+04	6.617300e+04	7.104500e+04	7.592000e+04	8.079700e+04	8.567400e+04	9.055100e+04	9.542700e+04	1.003010e+05	1.051720e+05	1.100400e+05	1.149050e+05	1.197670e+05	1.246250e+05	1.294810e+05	1.343340e+05	1.391830e+05	1.440300e+05	
-1.236320e+05	-1.136800e+05	-1.052550e+05	-9.475700e+04	-8.397800e+04	-7.303900e+04	-6.200200e+04	-5.090100e+04	-3.975500e+04	-2.857800e+04	-1.737800e+04	-6.162000e+03	5.065000e+03	1.629900e+04	2.753900e+04	3.877900e+04	5.001900e+04	6.125900e+04	7.249900e+04	8.373900e+04	9.497900e+04	1.062190e+05	1.174590e+05	1.286990e+05	1.399390e+05	1.511790e+05	1.624190e+05	1.736590e+05	1.848990e+05	1.961390e+05	
-2.365840e+05	-2.327660e+05	-2.285000e+05	-2.239010e+05	-2.190510e+05	-2.140070e+05	-2.088120e+05	-2.034960e+05	-1.980830e+05	-1.925900e+05	-1.870330e+05	-1.814250e+05	-1.757740e+05	-1.700890e+05	-1.643760e+05	-1.586390e+05	-1.528830e+05	-1.471110e+05	-1.413250e+05	-1.355280e+05	-1.297210e+05	-1.239050e+05	-1.180820e+05	-1.122520e+05	-1.064160e+05	-1.005750e+05	-9.472900e+04	-8.887800e+04	-8.302300e+04	-7.716300e+04	
4.663790e+05	4.610700e+05	4.554340e+05	4.495870e+05	4.435840e+05	4.374610e+05	4.312420e+05	4.249450e+05	4.185840e+05	4.121710e+05	4.057130e+05	3.992170e+05	3.926880e+05	3.861310e+05	3.795480e+05	3.729430e+05	3.663180e+05	3.596740e+05	3.530140e+05	3.463390e+05	3.396500e+05	3.329470e+05	3.262330e+05	3.195070e+05	3.127700e+05	3.060240e+05	2.992680e+05	2.925020e+05	2.857280e+05	2.789460e+05	
-3.403400e+04	-2.567900e+04	-1.618300e+04	-5.941000e+03	4.800000e+03	1.587900e+04	2.719000e+04	3.866200e+04	5.024700e+04	6.191000e+04	7.362500e+04	8.537300e+04	9.714100e+04	1.089180e+05	1.206960e+05	1.324690e+05	1.442340e+05	1.559860e+05	1.677250e+05	1.794470e+05	1.911520e+05	2.028400e+05	2.145090e+05	2.261600e+05	2.377920e+05	2.494060e+05	2.610030e+05	2.725810e+05	2.841430e+05	2.956890e+05	
