Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	5.3117e-06	0.0000e+00	4.2697e-11	0.0000e+00
2	4.800000	0	5.1063e-06	0.0000e+00	3.6874e-11	0.0000e+00
3	4.700000	0	4.9110e-06	0.0000e+00	3.1712e-11	0.0000e+00
4	4.600000	0	4.8084e-06	0.0000e+00	2.6209e-11	0.0000e+00
5	4.500000	0	4.7589e-06	0.0000e+00	2.1320e-11	0.0000e+00
6	4.400000	0	4.7165e-06	0.0000e+00	1.7189e-11	0.0000e+00
7	4.300000	0	4.6947e-06	0.0000e+00	1.3838e-11	0.0000e+00
8	4.200000	0	4.6507e-06	0.0000e+00	1.1171e-11	0.0000e+00
9	4.100000	0	4.5961e-06	0.0000e+00	9.0580e-12	0.0000e+00
10	4.000000	0	4.5336e-06	0.0000e+00	7.3619e-12	0.0000e+00
11	3.900000	0	4.4956e-06	0.0000e+00	5.9845e-12	0.0000e+00
12	3.800000	0	4.4171e-06	0.0000e+00	4.8687e-12	0.0000e+00
13	3.700000	0	4.3646e-06	0.0000e+00	3.9726e-12	0.0000e+00
14	3.600000	0	4.2925e-06	0.0000e+00	3.2554e-12	0.0000e+00
15	3.500000	0	4.2110e-06	0.0000e+00	2.6759e-12	0.0000e+00
16	3.400000	0	4.1409e-06	0.0000e+00	2.2047e-12	0.0000e+00
17	3.300000	0	4.0639e-06	0.0000e+00	1.8192e-12	0.0000e+00
18	3.200000	0	3.9723e-06	0.0000e+00	1.5015e-12	0.0000e+00
19	3.100000	0	3.8950e-06	0.0000e+00	1.2373e-12	0.0000e+00
20	3.000000	0	3.8376e-06	0.0000e+00	1.0168e-12	0.0000e+00
21	2.900000	0	3.7675e-06	0.0000e+00	8.3372e-13	0.0000e+00
22	2.800000	0	3.7141e-06	0.0000e+00	6.8317e-13	0.0000e+00
23	2.700000	0	3.6453e-06	0.0000e+00	5.6018e-13	0.0000e+00
24	2.600000	0	3.5599e-06	0.0000e+00	4.5976e-13	0.0000e+00
25	2.500000	0	3.5164e-06	0.0000e+00	3.7757e-13	0.0000e+00
26	2.400000	0	3.4493e-06	0.0000e+00	3.1025e-13	0.0000e+00
27	2.300000	0	3.3965e-06	0.0000e+00	2.5491e-13	0.0000e+00
28	2.200000	0	3.3137e-06	0.0000e+00	2.0922e-13	0.0000e+00
29	2.100000	0	3.2743e-06	0.0000e+00	1.7133e-13	0.0000e+00
30	2.000000	0	3.2269e-06	0.0000e+00	1.4008e-13	0.0000e+00
31	1.900000	0	3.1656e-06	0.0000e+00	1.1464e-13	0.0000e+00
32	1.800000	0	3.1065e-06	0.0000e+00	9.4130e-14	0.0000e+00
33	1.700000	0	3.0534e-06	0.0000e+00	7.7566e-14	0.0000e+00
34	1.600000	0	2.9758e-06	0.0000e+00	6.4052e-14	0.0000e+00
35	1.500000	0	2.9309e-06	0.0000e+00	5.2916e-14	0.0000e+00
36	1.400000	0	2.8612e-06	0.0000e+00	4.3691e-14	0.0000e+00
37	1.300000	0	2.7989e-06	0.0000e+00	3.6028e-14	0.0000e+00
38	1.200000	0	2.7636e-06	0.0000e+00	2.9653e-14	0.0000e+00
39	1.100000	0	2.6880e-06	0.0000e+00	2.4360e-14	0.0000e+00
40	1.000000	0	2.6390e-06	0.0000e+00	1.9976e-14	0.0000e+00
