Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	5.218020	0	1.3326e-48	0.0000e+00	1.6404e-47	0.0000e+00
2	5.135009	0	2.9712e-47	0.0000e+00	2.8503e-46	0.0000e+00
3	5.051999	0	6.1580e-46	0.0000e+00	4.6118e-45	0.0000e+00
4	4.968989	0	1.5619e-44	0.0000e+00	8.8717e-44	0.0000e+00
5	4.885978	0	2.6450e-43	0.0000e+00	1.1486e-42	0.0000e+00
6	4.802968	0	1.9171e-42	0.0000e+00	6.5642e-42	0.0000e+00
7	4.719958	0	5.5782e-42	0.0000e+00	1.5742e-41	0.0000e+00
8	4.636948	0	7.9502e-42	0.0000e+00	1.9492e-41	0.0000e+00
9	4.553937	0	6.6867e-42	0.0000e+00	1.5049e-41	0.0000e+00
10	4.470927	0	3.7606e-42	0.0000e+00	8.1891e-42	0.0000e+00
11	4.387917	0	1.6531e-42	0.0000e+00	3.6987e-42	0.0000e+00
12	4.304906	0	5.7773e-43	0.0000e+00	1.3910e-42	0.0000e+00
13	4.221896	0	1.5879e-43	0.0000e+00	4.2574e-43	0.0000e+00
14	4.138886	0	3.3353e-44	0.0000e+00	1.0301e-43	0.0000e+00
15	4.055875	0	5.4768e-45	0.0000e+00	1.9750e-44	0.0000e+00
16	3.972865	0	9.9852e-46	0.0000e+00	4.0699e-45	0.0000e+00
17	3.889855	0	2.8260e-46	0.0000e+00	1.2384e-45	0.0000e+00
18	3.806845	0	1.0646e-46	0.0000e+00	4.8448e-46	0.0000e+00
19	3.723834	0	3.6308e-47	0.0000e+00	1.7364e-46	0.0000e+00
20	3.640824	0	8.8394e-48	0.0000e+00	4.5876e-47	0.0000e+00
21	3.557814	0	1.5636e-48	0.0000e+00	9.0452e-48	0.0000e+00
22	3.474803	0	1.8353e-49	0.0000e+00	1.2195e-48	0.0000e+00
23	3.391793	0	1.2501e-50	0.0000e+00	9.8764e-50	0.0000e+00
24	3.308783	0	4.4675e-52	0.0000e+00	4.3805e-51	0.0000e+00
25	3.225772	0	7.6381e-54	0.0000e+00	9.7100e-53	0.0000e+00
26	3.142762	0	6.4258e-56	0.0000e+00	1.1049e-54	0.0000e+00
27	3.059752	0	4.8530e-58	0.0000e+00	1.1295e-56	0.0000e+00
28	2.976742	0	1.0917e-59	0.0000e+00	3.1887e-58	0.0000e+00
29	2.893731	0	1.2723e-60	0.0000e+00	4.1681e-59	0.0000e+00
30	2.810721	0	4.0337e-61	0.0000e+00	1.3798e-59	0.0000e+00
31	2.727711	0	1.2664e-61	0.0000e+00	4.5399e-60	0.0000e+00
32	2.644700	0	2.8166e-62	0.0000e+00	1.0827e-60	0.0000e+00
33	2.561690	0	5.4289e-63	0.0000e+00	2.2631e-61	0.0000e+00
34	2.478680	0	9.2710e-64	0.0000e+00	4.2130e-62	0.0000e+00
35	2.395669	0	1.4867e-64	0.0000e+00	7.4170e-63	0.0000e+00
36	2.312659	0	2.3265e-65	0.0000e+00	1.2754e-63	0.0000e+00
37	2.229649	0	3.6955e-66	0.0000e+00	2.2173e-64	0.0000e+00
38	2.146639	0	6.3059e-67	0.0000e+00	4.1292e-65	0.0000e+00
39	2.063628	0	1.4367e-67	0.0000e+00	1.0067e-65	0.0000e+00
40	1.980618	0	6.8559e-68	0.0000e+00	4.8803e-66	0.0000e+00
41	1.897608	0	7.3452e-68	0.0000e+00	5.0549e-66	0.0000e+00
42	1.814597	0	1.0323e-67	0.0000e+00	6.7027e-66	0.0000e+00
43	1.731587	0	1.1916e-67	0.0000e+00	7.4349e-66	0.0000e+00
44	1.648577	0	1.0080e-67	0.0000e+00	6.1624e-66	0.0000e+00
45	1.565566	0	7.6816e-68	0.0000e+00	4.6366e-66	0.0000e+00
46	1.482556	0	5.4894e-68	0.0000e+00	3.2818e-66	0.0000e+00
47	1.399546	0	3.9989e-68	0.0000e+00	2.3698e-66	0.0000e+00
48	1.316536	0	3.2065e-68	0.0000e+00	1.8663e-66	0.0000e+00
49	1.233525	0	3.2542e-68	0.0000e+00	1.8314e-66	0.0000e+00
50	1.150515	0	4.8821e-68	0.0000e+00	2.5896e-66	0.0000e+00
51	1.067505	0	1.1937e-67	0.0000e+00	5.7689e-66	0.0000e+00
52	0.984494	0	4.4038e-67	0.0000e+00	1.8861e-65	0.0000e+00
53	0.901484	0	1.9287e-66	0.0000e+00	7.2232e-65	0.0000e+00
54	0.818474	0	8.4891e-66	0.0000e+00	2.7825e-64	0.0000e+00
55	0.735463	0	3.6259e-65	0.0000e+00	1.0409e-63	0.0000e+00
56	0.652453	0	1.5311e-64	0.0000e+00	3.8401e-63	0.0000e+00
57	0.569443	0	6.1053e-64	0.0000e+00	1.3387e-62	0.0000e+00
58	0.486433	0	2.1654e-63	0.0000e+00	4.1798e-62	0.0000e+00
59	0.403422	0	6.5573e-63	0.0000e+00	1.1270e-61	0.0000e+00
60	0.320412	0	1.5607e-62	0.0000e+00	2.4030e-61	0.0000e+00
61	0.237402	0	3.3351e-62	0.0000e+00	4.6369e-61	0.0000e+00
62	0.154391	0	8.9230e-62	0.0000e+00	1.0861e-60	0.0000e+00
63	0.071381	0	3.9398e-61	0.0000e+00	3.9043e-60	0.0000e+00
64	-0.011629	0	1.9031e-60	0.0000e+00	1.4141e-59	0.0000e+00
65	-0.094640	0	4.2821e-60	0.0000e+00	2.2286e-59	0.0000e+00
66	-0.177650	0	3.8737e-60	0.0000e+00	1.4187e-59	0.0000e+00
67	-0.260660	0	2.2547e-60	0.0000e+00	6.1886e-60	0.0000e+00
68	-0.343670	0	1.1294e-60	0.0000e+00	2.4538e-60	0.0000e+00
69	-0.426681	0	5.7040e-61	0.0000e+00	1.0332e-60	0.0000e+00
70	-0.509691	0	2.6650e-61	0.0000e+00	4.1201e-61	0.0000e+00
71	-0.592701	0	1.2602e-61	0.0000e+00	1.7141e-61	0.0000e+00
72	-0.675712	0	6.0631e-62	0.0000e+00	7.4364e-62	0.0000e+00
73	-0.758722	0	2.9225e-62	0.0000e+00	3.2863e-62	0.0000e+00
74	-0.841732	0	1.2868e-62	0.0000e+00	1.3197e-62	0.0000e+00
75	-0.924743	0	6.5870e-63	0.0000e+00	6.3382e-63	0.0000e+00
76	-1.007753	0	2.9624e-63	0.0000e+00	2.6012e-63	0.0000e+00
77	-1.090763	0	1.5229e-63	0.0000e+00	1.2279e-63	0.0000e+00
78	-1.173773	0	6.8580e-64	0.0000e+00	4.8400e-64	0.0000e+00
79	-1.256784	0	3.2039e-64	0.0000e+00	1.9360e-64	0.0000e+00
80	-1.339794	0	1.5033e-64	0.0000e+00	7.6128e-65	0.0000e+00
81	-1.422804	0	7.0086e-65	0.0000e+00	2.9498e-65	0.0000e+00
82	-1.505815	0	3.1870e-65	0.0000e+00	1.1220e-65	0.0000e+00
