0.000000e+00 1.872425e+25 1.872425e+25 1.244561e+25 7.925326 56
1.490116e-26 1.872425e+25 1.872425e+25 1.244561e+25 7.925326 56
2.740116e-26 1.872425e+25 1.872425e+25 1.244561e+25 7.925326 56
3.990116e-26 1.872425e+25 1.872425e+25 1.244561e+25 7.925326 56
5.240116e-26 1.872425e+25 1.872425e+25 1.244561e+25 7.925326 56
6.490116e-26 1.540804e+25 1.540804e+25 1.244561e+25 7.925326 56
7.740116e-26 1.291970e+25 1.291970e+25 1.244561e+25 7.925326 56
8.990116e-26 1.112333e+25 1.112333e+25 1.112333e+25 7.925326 56
1.149012e-25 8.703132e+24 8.703132e+24 8.703132e+24 7.925326 56
1.399012e-25 7.147904e+24 7.147904e+24 7.147904e+24 7.925326 56
1.649012e-25 6.064239e+24 6.064239e+24 6.064239e+24 7.925326 56
1.899012e-25 5.265897e+24 5.265897e+24 5.265897e+24 7.925326 56
2.399012e-25 4.168383e+24 4.168383e+24 4.168383e+24 7.925326 56
2.899012e-25 3.449452e+24 3.449452e+24 3.449452e+24 7.925326 56
3.399012e-25 2.942032e+24 2.942032e+24 2.942032e+24 7.925326 56
4.399012e-25 2.273238e+24 2.273238e+24 2.273238e+24 7.925326 56
5.399012e-25 1.852191e+24 1.852191e+24 1.852191e+24 7.925326 56
6.399012e-25 1.562741e+24 1.562741e+24 1.562741e+24 7.925326 56
7.399012e-25 1.351532e+24 1.351532e+24 1.351532e+24 7.925326 56
8.399012e-25 1.190616e+24 1.190616e+24 1.190616e+24 7.925326 56
9.399012e-25 1.063942e+24 1.063942e+24 1.063942e+24 7.925326 56
1.039901e-24 9.616299e+23 9.616299e+23 9.616299e+23 7.925326 56
1.139901e-24 8.772690e+23 8.772690e+23 8.772690e+23 7.925326 56
1.249901e-24 8.000633e+23 8.000633e+23 8.000633e+23 7.925326 56
1.370901e-24 7.294472e+23 7.294472e+23 7.294472e+23 7.925326 56
1.504001e-24 6.648931e+23 6.648931e+23 6.648931e+23 7.925326 56
1.650411e-24 6.059096e+23 6.059096e+23 6.059096e+23 7.925326 56
1.811462e-24 5.520402e+23 5.520402e+23 5.520402e+23 7.925326 56
1.988618e-24 5.028617e+23 5.028617e+23 5.028617e+23 7.925326 56
2.183490e-24 4.579824e+23 4.579824e+23 4.579824e+23 7.925326 56
2.397849e-24 4.170405e+23 4.170405e+23 4.170405e+23 7.925326 56
2.633644e-24 3.797021e+23 3.797021e+23 3.797021e+23 7.925326 56
2.893018e-24 3.456598e+23 3.456598e+23 3.456598e+23 7.925326 56
3.178330e-24 3.146307e+23 3.146307e+23 3.146307e+23 7.925326 56
3.492172e-24 2.863547e+23 2.863547e+23 2.863547e+23 7.925326 56
3.837399e-24 2.605931e+23 2.605931e+23 2.605931e+23 7.925326 56
4.217149e-24 2.371270e+23 2.371270e+23 2.371270e+23 7.925326 56
4.634874e-24 2.157556e+23 2.157556e+23 2.157556e+23 7.925326 56
5.094371e-24 1.962951e+23 1.962951e+23 1.962951e+23 7.925326 56
5.599818e-24 1.785772e+23 1.785772e+23 1.785772e+23 7.925326 56
6.155810e-24 1.624482e+23 1.624482e+23 1.624482e+23 7.925326 56
6.767401e-24 1.477672e+23 1.477672e+23 1.477672e+23 7.925326 56
7.440151e-24 1.344059e+23 1.344059e+23 1.344059e+23 7.925326 56
8.180176e-24 1.222468e+23 1.222468e+23 1.222468e+23 7.925326 56
8.994204e-24 1.111827e+23 1.111827e+23 1.111827e+23 7.925326 56
9.889634e-24 1.011160e+23 1.011160e+23 1.011160e+23 7.925326 56
1.087461e-23 9.195735e+22 9.195735e+22 9.195735e+22 7.925326 56
1.195808e-23 8.362548e+22 8.362548e+22 8.362548e+22 7.925326 56
1.314990e-23 7.604623e+22 7.604623e+22 7.604623e+22 7.925326 56
1.446089e-23 6.915201e+22 6.915201e+22 6.915201e+22 7.925326 56
1.590299e-23 6.288124e+22 6.288124e+22 6.288124e+22 7.925326 56
1.748930e-23 5.717781e+22 5.717781e+22 5.717781e+22 7.925326 56
1.923424e-23 5.199061e+22 5.199061e+22 5.199061e+22 7.925326 56
2.115368e-23 4.727310e+22 4.727310e+22 4.727310e+22 7.925326 56
2.326506e-23 4.298292e+22 4.298292e+22 4.298292e+22 7.925326 56
2.558757e-23 3.908147e+22 3.908147e+22 3.908147e+22 7.925326 56
2.814234e-23 3.553365e+22 3.553365e+22 3.553365e+22 7.925326 56
3.095258e-23 3.230748e+22 3.230748e+22 3.230748e+22 7.925326 56
3.404385e-23 2.937388e+22 2.937388e+22 2.937388e+22 7.925326 56
3.744424e-23 2.670637e+22 2.670637e+22 2.670637e+22 7.925326 56
4.118468e-23 2.428087e+22 2.428087e+22 2.428087e+22 7.925326 56
4.529916e-23 2.207547e+22 2.207547e+22 2.207547e+22 7.925326 56
4.982508e-23 2.007021e+22 2.007021e+22 2.007021e+22 7.925326 56
5.480360e-23 1.824698e+22 1.824698e+22 1.824698e+22 7.925326 56
6.027997e-23 1.658926e+22 1.658926e+22 1.658926e+22 7.925326 56
6.630398e-23 1.508205e+22 1.508205e+22 1.508205e+22 7.925326 56
7.293038e-23 1.371171e+22 1.371171e+22 1.371171e+22 7.925326 56
8.021943e-23 1.246581e+22 1.246581e+22 1.246581e+22 7.925326 56
8.823739e-23 1.133306e+22 1.133306e+22 1.133306e+22 7.925326 56
9.705713e-23 1.030321e+22 1.030321e+22 1.030321e+22 7.925326 56
1.067589e-22 9.366904e+21 9.366904e+21 9.366904e+21 7.925326 56
1.174308e-22 8.515657e+21 8.515657e+21 8.515657e+21 7.925326 56
1.291698e-22 7.741745e+21 7.741745e+21 7.741745e+21 7.925326 56
1.420828e-22 7.038148e+21 7.038148e+21 7.038148e+21 7.925326 56
1.562871e-22 6.398480e+21 6.398480e+21 6.398480e+21 7.925326 56
1.719118e-22 5.816935e+21 5.816935e+21 5.816935e+21 7.925326 56
1.890990e-22 5.288234e+21 5.288234e+21 5.288234e+21 7.925326 56
2.080050e-22 4.807578e+21 4.807578e+21 4.807578e+21 7.925326 56
2.288015e-22 4.370601e+21 4.370601e+21 4.370601e+21 7.925326 56
2.516776e-22 3.973337e+21 3.973337e+21 3.973337e+21 7.925326 56
2.768414e-22 3.612177e+21 3.612177e+21 3.612177e+21 7.925326 56
3.045215e-22 3.283840e+21 3.283840e+21 3.283840e+21 7.925326 56
3.349697e-22 2.985345e+21 2.985345e+21 2.985345e+21 7.925326 56
3.684627e-22 2.713979e+21 2.713979e+21 2.713979e+21 7.925326 56
4.053050e-22 2.467278e+21 2.467278e+21 2.467278e+21 7.925326 56
4.458315e-22 2.243000e+21 2.243000e+21 2.243000e+21 7.925326 56
4.904106e-22 2.039108e+21 2.039108e+21 2.039108e+21 7.925326 56
5.394477e-22 1.853748e+21 1.853748e+21 1.853748e+21 7.925326 56
5.933885e-22 1.685237e+21 1.685237e+21 1.685237e+21 7.925326 2
6.527233e-22 1.532043e+21 1.532043e+21 1.532043e+21 7.925326 2
7.179917e-22 1.392774e+21 1.392774e+21 1.392774e+21 7.925326 2
7.897869e-22 1.266164e+21 1.266164e+21 1.266164e+21 7.925326 2
