Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.5566e-03	0.0000e+00	1.8794e-05	0.0000e+00
2	7.095009	0	2.2658e-03	0.0000e+00	1.5169e-05	0.0000e+00
3	6.991999	0	2.0285e-03	0.0000e+00	1.2214e-05	0.0000e+00
4	6.888989	0	1.8442e-03	0.0000e+00	9.9089e-06	0.0000e+00
5	6.785978	0	1.6983e-03	0.0000e+00	8.0910e-06	0.0000e+00
6	6.682968	0	1.5809e-03	0.0000e+00	6.6298e-06	0.0000e+00
7	6.579958	0	1.4849e-03	0.0000e+00	5.4478e-06	0.0000e+00
8	6.476948	0	1.4043e-03	0.0000e+00	4.4851e-06	0.0000e+00
9	6.373937	0	1.3399e-03	0.0000e+00	3.6939e-06	0.0000e+00
10	6.270927	0	1.2838e-03	0.0000e+00	3.0406e-06	0.0000e+00
11	6.167917	0	1.2398e-03	0.0000e+00	2.5006e-06	0.0000e+00
12	6.064906	0	1.2015e-03	0.0000e+00	2.0551e-06	0.0000e+00
13	5.961896	0	1.1665e-03	0.0000e+00	1.6886e-06	0.0000e+00
14	5.858886	0	1.1396e-03	0.0000e+00	1.3881e-06	0.0000e+00
15	5.755875	0	1.1136e-03	0.0000e+00	1.1426e-06	0.0000e+00
16	5.652865	0	1.0916e-03	0.0000e+00	9.4277e-07	0.0000e+00
17	5.549855	0	1.0677e-03	0.0000e+00	7.8094e-07	0.0000e+00
18	5.446845	0	1.0455e-03	0.0000e+00	6.5049e-07	0.0000e+00
19	5.343834	0	1.0220e-03	0.0000e+00	5.4567e-07	0.0000e+00
20	5.240824	0	9.9438e-04	0.0000e+00	4.6115e-07	0.0000e+00
21	5.137814	0	9.6895e-04	0.0000e+00	3.9215e-07	0.0000e+00
22	5.034803	0	9.4185e-04	0.0000e+00	3.3467e-07	0.0000e+00
23	4.931793	0	9.1563e-04	0.0000e+00	2.8592e-07	0.0000e+00
24	4.828783	0	8.8887e-04	0.0000e+00	2.4429e-07	0.0000e+00
25	4.725772	0	8.6459e-04	0.0000e+00	2.0880e-07	0.0000e+00
26	4.622762	0	8.3512e-04	0.0000e+00	1.7872e-07	0.0000e+00
27	4.519752	0	8.0977e-04	0.0000e+00	1.5336e-07	0.0000e+00
28	4.416742	0	7.8246e-04	0.0000e+00	1.3223e-07	0.0000e+00
29	4.313731	0	7.5451e-04	0.0000e+00	1.1483e-07	0.0000e+00
