#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
2.0000000000e-01	2.4954557476e+04	3.9690431459e-02                 	2.2272144439e-02                 	1.7418287021e-02                 	5.6114644311e-01                 	9.2729621750e-01                 
2.2000000000e-01	2.2685961342e+04	3.9693454217e-02                 	2.2276063393e-02                 	1.7417390825e-02                 	5.6120244085e-01                 	9.2738308030e-01                 
2.4000000000e-01	2.0795464563e+04	3.9696392806e-02                 	2.2291171202e-02                 	1.7405221605e-02                 	5.6154148087e-01                 	9.2689233310e-01                 
2.6000000000e-01	1.9195813443e+04	3.9699257660e-02                 	2.2319971004e-02                 	1.7379286656e-02                 	5.6222640724e-01                 	9.2575233667e-01                 
2.8000000000e-01	1.7824683912e+04	3.9702051320e-02                 	2.2344627771e-02                 	1.7357423549e-02                 	5.6280789098e-01                 	9.2474721747e-01                 
3.0000000000e-01	1.6636371651e+04	3.9704777949e-02                 	2.2362339803e-02                 	1.7342438146e-02                 	5.6321533474e-01                 	9.2402635487e-01                 
3.2000000000e-01	1.5596598423e+04	3.9707443816e-02                 	2.2376228143e-02                 	1.7331215673e-02                 	5.6352728840e-01                 	9.2345296773e-01                 
3.4000000000e-01	1.4679151457e+04	3.9710050112e-02                 	2.2373987766e-02                 	1.7336062346e-02                 	5.6343388394e-01                 	9.2357523846e-01                 
3.6000000000e-01	1.3863643042e+04	3.9712602487e-02                 	2.2359267915e-02                 	1.7353334572e-02                 	5.6302701195e-01                 	9.2425324606e-01                 
3.8000000000e-01	1.3133977619e+04	3.9715107440e-02                 	2.2341970201e-02                 	1.7373137238e-02                 	5.6255595519e-01                 	9.2505650902e-01                 
4.0000000000e-01	1.2477278738e+04	3.9717568966e-02                 	2.2325200320e-02                 	1.7392368646e-02                 	5.6209886207e-01                 	9.2584489799e-01                 
4.2000000000e-01	1.1883122608e+04	3.9719990165e-02                 	2.2309697772e-02                 	1.7410292393e-02                 	5.6167430252e-01                 	9.2658168754e-01                 
4.5000000000e-01	1.1090914434e+04	3.9723551755e-02                 	2.2288516861e-02                 	1.7435034894e-02                 	5.6109073525e-01                 	9.2760053399e-01                 
5.0000000000e-01	9.9818229905e+03	3.9729317316e-02                 	2.2251383578e-02                 	1.7477933738e-02                 	5.6007465220e-01                 	9.2937903358e-01                 
5.5000000000e-01	9.0743845368e+03	3.9734897194e-02                 	2.2239124626e-02                 	1.7495772568e-02                 	5.5968748372e-01                 	9.3008468869e-01                 
6.0000000000e-01	8.3181858254e+03	3.9740309628e-02                 	2.2231191860e-02                 	1.7509117767e-02                 	5.5941164195e-01                 	9.3060230804e-01                 
6.5000000000e-01	7.6783253773e+03	3.9745573399e-02                 	2.2221125903e-02                 	1.7524447496e-02                 	5.5908429550e-01                 	9.3120638521e-01                 
7.0000000000e-01	7.1298735646e+03	3.9750703013e-02                 	2.2213927921e-02                 	1.7536775091e-02                 	5.5883107059e-01                 	9.3168281799e-01                 
7.5000000000e-01	6.6545486603e+03	3.9755711059e-02                 	2.2215303813e-02                 	1.7540407246e-02                 	5.5879528302e-01                 	9.3178706115e-01                 
8.0000000000e-01	6.2386393690e+03	3.9760608638e-02                 	2.2219768697e-02                 	1.7540839940e-02                 	5.5883874666e-01                 	9.3175432397e-01                 
9.0000000000e-01	5.5454572169e+03	3.9770105790e-02                 	2.2233695367e-02                 	1.7536410423e-02                 	5.5905547459e-01                 	9.3146276177e-01                 
1.0000000000e+00	4.9909114952e+03	3.9779252717e-02                 	2.2215776845e-02                 	1.7563475872e-02                 	5.5847647524e-01                 	9.3252064789e-01                 
