Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	4.9919e-03	0.0000e+00	8.8147e-08	0.0000e+00
2	7.095009	0	4.9589e-03	0.0000e+00	7.3330e-08	0.0000e+00
3	6.991999	0	4.9238e-03	0.0000e+00	6.1110e-08	0.0000e+00
4	6.888989	0	4.8729e-03	0.0000e+00	5.1523e-08	0.0000e+00
5	6.785978	0	4.8059e-03	0.0000e+00	4.3936e-08	0.0000e+00
6	6.682968	0	4.7217e-03	0.0000e+00	3.7906e-08	0.0000e+00
7	6.579958	0	4.6227e-03	0.0000e+00	3.3014e-08	0.0000e+00
8	6.476948	0	4.5142e-03	0.0000e+00	2.8910e-08	0.0000e+00
9	6.373937	0	4.4027e-03	0.0000e+00	2.5343e-08	0.0000e+00
10	6.270927	0	4.2939e-03	0.0000e+00	2.2158e-08	0.0000e+00
11	6.167917	0	4.1934e-03	0.0000e+00	1.9257e-08	0.0000e+00
12	6.064906	0	4.1050e-03	0.0000e+00	1.6600e-08	0.0000e+00
13	5.961896	0	4.0298e-03	0.0000e+00	1.4183e-08	0.0000e+00
14	5.858886	0	3.9662e-03	0.0000e+00	1.2028e-08	0.0000e+00
15	5.755875	0	3.9099e-03	0.0000e+00	1.0154e-08	0.0000e+00
16	5.652865	0	3.8550e-03	0.0000e+00	8.5633e-09	0.0000e+00
17	5.549855	0	3.7977e-03	0.0000e+00	7.2351e-09	0.0000e+00
18	5.446845	0	3.7335e-03	0.0000e+00	6.1389e-09	0.0000e+00
19	5.343834	0	3.6597e-03	0.0000e+00	5.2398e-09	0.0000e+00
20	5.240824	0	3.5745e-03	0.0000e+00	4.5060e-09	0.0000e+00
21	5.137814	0	3.4746e-03	0.0000e+00	3.9112e-09	0.0000e+00
22	5.034803	0	3.3584e-03	0.0000e+00	3.4299e-09	0.0000e+00
23	4.931793	0	3.2267e-03	0.0000e+00	3.0391e-09	0.0000e+00
24	4.828783	0	3.0807e-03	0.0000e+00	2.7191e-09	0.0000e+00
25	4.725772	0	2.9235e-03	0.0000e+00	2.4528e-09	0.0000e+00
26	4.622762	0	2.7596e-03	0.0000e+00	2.2262e-09	0.0000e+00
27	4.519752	0	2.5935e-03	0.0000e+00	2.0280e-09	0.0000e+00
28	4.416742	0	2.4285e-03	0.0000e+00	1.8522e-09	0.0000e+00
29	4.313731	0	2.2650e-03	0.0000e+00	1.6970e-09	0.0000e+00
30	4.210721	0	2.1032e-03	0.0000e+00	1.5615e-09	0.0000e+00
31	4.107711	0	1.9471e-03	0.0000e+00	1.4398e-09	0.0000e+00
32	4.004700	0	1.8055e-03	0.0000e+00	1.3212e-09	0.0000e+00
33	3.901690	0	1.6812e-03	0.0000e+00	1.2020e-09	0.0000e+00
34	3.798680	0	1.5694e-03	0.0000e+00	1.0873e-09	0.0000e+00
35	3.695669	0	1.4637e-03	0.0000e+00	9.8363e-10	0.0000e+00
36	3.592659	0	1.3626e-03	0.0000e+00	8.9159e-10	0.0000e+00
37	3.489649	0	1.2681e-03	0.0000e+00	8.0797e-10	0.0000e+00
38	3.386639	0	1.1804e-03	0.0000e+00	7.3090e-10	0.0000e+00
39	3.283628	0	1.1014e-03	0.0000e+00	6.5823e-10	0.0000e+00
40	3.180618	0	1.0321e-03	0.0000e+00	5.8756e-10	0.0000e+00
41	3.077608	0	9.7461e-04	0.0000e+00	5.1728e-10	0.0000e+00
42	2.974597	0	9.2627e-04	0.0000e+00	4.4985e-10	0.0000e+00
43	2.871587	0	8.8205e-04	0.0000e+00	3.8971e-10	0.0000e+00
44	2.768577	0	8.3663e-04	0.0000e+00	3.3949e-10	0.0000e+00
45	2.665566	0	7.8934e-04	0.0000e+00	2.9829e-10	0.0000e+00
46	2.562556	0	7.4166e-04	0.0000e+00	2.6367e-10	0.0000e+00
47	2.459546	0	6.9514e-04	0.0000e+00	2.3392e-10	0.0000e+00
48	2.356536	0	6.5040e-04	0.0000e+00	2.0800e-10	0.0000e+00
49	2.253525	0	6.0787e-04	0.0000e+00	1.8512e-10	0.0000e+00
50	2.150515	0	5.6913e-04	0.0000e+00	1.6424e-10	0.0000e+00
51	2.047505	0	5.3509e-04	0.0000e+00	1.4453e-10	0.0000e+00
52	1.944494	0	5.0529e-04	0.0000e+00	1.2615e-10	0.0000e+00
