Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	7.301030	2175.724242	 -0.000008	0	1.226646e-04
1	7.765123	7.198020	2161.527365	  0.000004	0	8.873333e-01
2	15.460086	7.095009	2135.999124	  0.000005	0	8.873333e-01
3	23.057154	6.991999	2106.346658	 -0.000001	0	8.873333e-01
4	30.539816	6.888989	2071.815480	 -0.000006	0	8.873333e-01
5	37.887977	6.785978	2031.127089	 -0.000008	0	8.873333e-01
6	45.081297	6.682968	1985.437251	 -0.000005	0	8.873333e-01
7	52.107465	6.579958	1938.004716	  0.000002	0	8.873333e-01
8	58.965018	6.476948	1891.539509	  0.000012	0	8.873333e-01
9	65.660249	6.373937	1847.619627	  0.000021	0	8.873333e-01
10	72.204787	6.270927	1807.557269	  0.000025	0	8.873333e-01
11	78.614554	6.167917	1772.463174	  0.000023	0	8.873333e-01
12	84.907834	6.064906	1742.494906	  0.000018	0	8.873333e-01
13	91.102746	5.961896	1717.391387	  0.000013	0	8.873333e-01
14	97.213651	5.858886	1695.364916	  0.000011	0	8.873333e-01
15	103.248899	5.755875	1674.879768	  0.000010	0	8.873333e-01
16	109.211433	5.652865	1654.463967	  0.000009	0	8.873333e-01
17	115.099484	5.549855	1633.059496	  0.000007	0	8.873333e-01
18	120.908642	5.446845	1610.219082	  0.000002	0	8.873333e-01
19	126.633069	5.343834	1585.611596	 -0.000007	0	8.873333e-01
20	132.265302	5.240824	1558.735721	 -0.000017	0	8.873333e-01
21	137.796137	5.137814	1529.081780	 -0.000027	0	8.873333e-01
22	143.215606	5.034803	1496.716714	 -0.000032	0	8.873333e-01
23	148.515630	4.931793	1462.690101	 -0.000033	0	8.873333e-01
24	153.689669	4.828783	1426.762464	 -0.000028	0	8.873333e-01
25	158.733107	4.725772	1390.229500	 -0.000019	0	8.873333e-01
26	163.645273	4.622762	1353.976155	 -0.000007	0	8.873333e-01
27	168.428309	4.519752	1318.629554	 -0.000004	0	8.873333e-01
28	173.085843	4.416742	1284.415270	 -0.000007	0	8.873333e-01
29	177.620643	4.313731	1250.591704	  0.000011	0	8.873333e-01
30	182.033500	4.210721	1216.831437	  0.000035	0	8.873333e-01
31	186.326200	4.107711	1183.925095	  0.000043	0	8.873333e-01
32	190.508617	4.004700	1155.614610	  0.000032	0	8.873333e-01
33	194.597792	3.901690	1132.134836	  0.000008	0	8.873333e-01
34	198.601346	3.798680	1108.000136	 -0.000031	0	8.873333e-01
35	202.519668	3.695669	1084.709446	 -0.000081	0	8.873333e-01
36	206.355574	3.592659	1062.107262	 -0.000124	0	8.873333e-01
37	210.112152	3.489649	1040.541963	 -0.000124	0	8.873333e-01
38	213.793672	3.386639	1020.245728	 -0.000633	0	8.873333e-01
39	217.405107	3.283628	1001.489939	 -0.000528	0	8.873333e-01
40	220.953033	3.180618	984.775283	  0.000508	0	8.873333e-01
41	224.446763	3.077608	971.238266	  0.000752	0	8.873333e-01
42	227.896959	2.974597	960.416081	  0.000553	0	8.873333e-01
43	231.306133	2.871587	948.321739	  0.000070	0	8.873333e-01
44	234.669971	2.768577	935.048761	 -0.000641	0	8.873333e-01
45	237.985548	2.665566	921.357866	 -0.000383	0	8.873333e-01
46	241.251931	2.562556	907.542695	  0.000063	0	8.873333e-01
47	244.469106	2.459546	893.859975	  0.000252	0	8.873333e-01
48	247.637384	2.356536	880.223495	 -0.005855	0	8.873333e-01
49	250.757395	2.253525	866.860004	  0.005428	0	8.873333e-01
50	253.831012	2.150515	854.312973	  0.009027	0	8.873333e-01
51	256.863455	2.047505	843.830539	  0.002891	0	8.873333e-01
52	259.861091	1.944494	834.821690	  0.000547	0	8.873333e-01
53	262.824791	1.841484	824.837729	  0.000138	0	8.873333e-01
