Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	  7.765123	7.198020	40.449378	0.205553	0	0	0	0.000000e+00	2168.625803
2	 15.460086	7.095009	40.418926	0.205707	0	0	0	0.000000e+00	2148.763244
3	 23.057154	6.991999	40.376341	0.205924	0	0	0	0.000000e+00	2121.172891
4	 30.539816	6.888989	40.326799	0.206177	0	0	0	0.000000e+00	2089.081069
5	 37.887977	6.785978	40.267660	0.206480	0	0	0	0.000000e+00	2051.471284
6	 45.081297	6.682968	40.197918	0.206838	0	0	0	0.000000e+00	2008.282170
7	 52.107465	6.579958	40.119598	0.207242	0	0	0	0.000000e+00	1961.720984
8	 58.965018	6.476948	40.036547	0.207672	0	0	0	0.000000e+00	1914.772113
9	 65.660249	6.373937	39.952498	0.208109	0	0	0	0.000000e+00	1869.579568
10	 72.204787	6.270927	39.869841	0.208540	0	0	0	0.000000e+00	1827.588448
11	 78.614554	6.167917	39.792343	0.208947	0	0	0	0.000000e+00	1790.010221
12	 84.907834	6.064906	39.721972	0.209317	0	0	0	0.000000e+00	1757.479040
13	 91.102746	5.961896	39.659531	0.209646	0	0	0	0.000000e+00	1729.943147
14	 97.213651	5.858886	39.604112	0.209940	0	0	0	0.000000e+00	1706.378152
15	103.248899	5.755875	39.552567	0.210213	0	0	0	0.000000e+00	1685.122342
16	109.211433	5.652865	39.501204	0.210487	0	0	0	0.000000e+00	1664.671868
17	115.099484	5.549855	39.447886	0.210771	0	0	0	0.000000e+00	1643.761731
18	120.908642	5.446845	39.389819	0.211082	0	0	0	0.000000e+00	1621.639289
19	126.633069	5.343834	39.325627	0.211426	0	0	0	0.000000e+00	1597.915339
20	132.265302	5.240824	39.254494	0.211809	0	0	0	0.000000e+00	1572.173659
21	137.796137	5.137814	39.173473	0.212248	0	0	0	0.000000e+00	1543.908751
22	143.215606	5.034803	39.080433	0.212753	0	0	0	0.000000e+00	1512.899247
23	148.515630	4.931793	38.976680	0.213319	0	0	0	0.000000e+00	1479.703408
24	153.689669	4.828783	38.861546	0.213951	0	0	0	0.000000e+00	1444.726283
25	158.733107	4.725772	38.735336	0.214648	0	0	0	0.000000e+00	1408.495982
26	163.645273	4.622762	38.600824	0.215396	0	0	0	0.000000e+00	1372.102827
27	168.428309	4.519752	38.459585	0.216187	0	0	0	0.000000e+00	1336.302855
28	173.085843	4.416742	38.313677	0.217011	0	0	0	0.000000e+00	1301.522412
