Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	5.1183e-03	0.0000e+00	3.1323e-10	0.0000e+00
2	4.800000	0	5.1090e-03	0.0000e+00	2.6665e-10	0.0000e+00
3	4.700000	0	5.0923e-03	0.0000e+00	2.2502e-10	0.0000e+00
4	4.600000	0	5.0604e-03	0.0000e+00	1.8410e-10	0.0000e+00
5	4.500000	0	5.0290e-03	0.0000e+00	1.5089e-10	0.0000e+00
6	4.400000	0	4.9987e-03	0.0000e+00	1.2414e-10	0.0000e+00
7	4.300000	0	4.9699e-03	0.0000e+00	1.0256e-10	0.0000e+00
8	4.200000	0	4.9422e-03	0.0000e+00	8.5042e-11	0.0000e+00
9	4.100000	0	4.9145e-03	0.0000e+00	7.0675e-11	0.0000e+00
10	4.000000	0	4.8865e-03	0.0000e+00	5.8775e-11	0.0000e+00
11	3.900000	0	4.8578e-03	0.0000e+00	4.8872e-11	0.0000e+00
12	3.800000	0	4.8284e-03	0.0000e+00	4.0637e-11	0.0000e+00
13	3.700000	0	4.7983e-03	0.0000e+00	3.3807e-11	0.0000e+00
14	3.600000	0	4.7679e-03	0.0000e+00	2.8144e-11	0.0000e+00
15	3.500000	0	4.7370e-03	0.0000e+00	2.3445e-11	0.0000e+00
16	3.400000	0	4.7054e-03	0.0000e+00	1.9546e-11	0.0000e+00
17	3.300000	0	4.6734e-03	0.0000e+00	1.6309e-11	0.0000e+00
18	3.200000	0	4.6407e-03	0.0000e+00	1.3616e-11	0.0000e+00
19	3.100000	0	4.6074e-03	0.0000e+00	1.1367e-11	0.0000e+00
20	3.000000	0	4.5732e-03	0.0000e+00	9.4854e-12	0.0000e+00
21	2.900000	0	4.5385e-03	0.0000e+00	7.9129e-12	0.0000e+00
22	2.800000	0	4.5033e-03	0.0000e+00	6.6011e-12	0.0000e+00
23	2.700000	0	4.4675e-03	0.0000e+00	5.5066e-12	0.0000e+00
24	2.600000	0	4.4313e-03	0.0000e+00	4.5913e-12	0.0000e+00
25	2.500000	0	4.3944e-03	0.0000e+00	3.8252e-12	0.0000e+00
26	2.400000	0	4.3574e-03	0.0000e+00	3.1849e-12	0.0000e+00
27	2.300000	0	4.3199e-03	0.0000e+00	2.6512e-12	0.0000e+00
28	2.200000	0	4.2821e-03	0.0000e+00	2.2071e-12	0.0000e+00
29	2.100000	0	4.2440e-03	0.0000e+00	1.8382e-12	0.0000e+00
30	2.000000	0	4.2053e-03	0.0000e+00	1.5330e-12	0.0000e+00
31	1.900000	0	4.1659e-03	0.0000e+00	1.2818e-12	0.0000e+00
32	1.800000	0	4.1253e-03	0.0000e+00	1.0760e-12	0.0000e+00
33	1.700000	0	4.0834e-03	0.0000e+00	9.0712e-13	0.0000e+00
34	1.600000	0	4.0398e-03	0.0000e+00	7.6768e-13	0.0000e+00
35	1.500000	0	3.9946e-03	0.0000e+00	6.5163e-13	0.0000e+00
36	1.400000	0	3.9477e-03	0.0000e+00	5.5422e-13	0.0000e+00
37	1.300000	0	3.8998e-03	0.0000e+00	4.7173e-13	0.0000e+00
38	1.200000	0	3.8509e-03	0.0000e+00	4.0138e-13	0.0000e+00
