Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.7494e-03	0.0000e+00	1.1467e-09	0.0000e+00
2	7.095009	0	2.8299e-03	0.0000e+00	9.8675e-10	0.0000e+00
3	6.991999	0	2.9088e-03	0.0000e+00	8.4612e-10	0.0000e+00
4	6.888989	0	2.9918e-03	0.0000e+00	7.2402e-10	0.0000e+00
5	6.785978	0	3.0797e-03	0.0000e+00	6.1772e-10	0.0000e+00
6	6.682968	0	3.1639e-03	0.0000e+00	5.2416e-10	0.0000e+00
7	6.579958	0	3.2391e-03	0.0000e+00	4.4227e-10	0.0000e+00
8	6.476948	0	3.3029e-03	0.0000e+00	3.7160e-10	0.0000e+00
9	6.373937	0	3.3519e-03	0.0000e+00	3.1154e-10	0.0000e+00
10	6.270927	0	3.3838e-03	0.0000e+00	2.6119e-10	0.0000e+00
11	6.167917	0	3.3993e-03	0.0000e+00	2.1930e-10	0.0000e+00
12	6.064906	0	3.4002e-03	0.0000e+00	1.8443e-10	0.0000e+00
13	5.961896	0	3.3876e-03	0.0000e+00	1.5515e-10	0.0000e+00
14	5.858886	0	3.3632e-03	0.0000e+00	1.3038e-10	0.0000e+00
15	5.755875	0	3.3291e-03	0.0000e+00	1.0931e-10	0.0000e+00
16	5.652865	0	3.2876e-03	0.0000e+00	9.1356e-11	0.0000e+00
17	5.549855	0	3.2414e-03	0.0000e+00	7.6107e-11	0.0000e+00
18	5.446845	0	3.1929e-03	0.0000e+00	6.3216e-11	0.0000e+00
19	5.343834	0	3.1442e-03	0.0000e+00	5.2377e-11	0.0000e+00
20	5.240824	0	3.0967e-03	0.0000e+00	4.3313e-11	0.0000e+00
21	5.137814	0	3.0515e-03	0.0000e+00	3.5771e-11	0.0000e+00
22	5.034803	0	3.0096e-03	0.0000e+00	2.9522e-11	0.0000e+00
23	4.931793	0	2.9718e-03	0.0000e+00	2.4365e-11	0.0000e+00
24	4.828783	0	2.9389e-03	0.0000e+00	2.0122e-11	0.0000e+00
25	4.725772	0	2.9114e-03	0.0000e+00	1.6641e-11	0.0000e+00
26	4.622762	0	2.8899e-03	0.0000e+00	1.3787e-11	0.0000e+00
27	4.519752	0	2.8737e-03	0.0000e+00	1.1445e-11	0.0000e+00
28	4.416742	0	2.8622e-03	0.0000e+00	9.5184e-12	0.0000e+00
29	4.313731	0	2.8541e-03	0.0000e+00	7.9279e-12	0.0000e+00
30	4.210721	0	2.8485e-03	0.0000e+00	6.6099e-12	0.0000e+00
31	4.107711	0	2.8434e-03	0.0000e+00	5.5127e-12	0.0000e+00
32	4.004700	0	2.8375e-03	0.0000e+00	4.5960e-12	0.0000e+00
33	3.901690	0	2.8302e-03	0.0000e+00	3.8293e-12	0.0000e+00
34	3.798680	0	2.8220e-03	0.0000e+00	3.1893e-12	0.0000e+00
35	3.695669	0	2.8140e-03	0.0000e+00	2.6566e-12	0.0000e+00
36	3.592659	0	2.8067e-03	0.0000e+00	2.2137e-12	0.0000e+00
37	3.489649	0	2.8005e-03	0.0000e+00	1.8456e-12	0.0000e+00
38	3.386639	0	2.7955e-03	0.0000e+00	1.5397e-12	0.0000e+00
39	3.283628	0	2.7915e-03	0.0000e+00	1.2850e-12	0.0000e+00
40	3.180618	0	2.7875e-03	0.0000e+00	1.0726e-12	0.0000e+00
41	3.077608	0	2.7827e-03	0.0000e+00	8.9501e-13	0.0000e+00
42	2.974597	0	2.7768e-03	0.0000e+00	7.4646e-13	0.0000e+00
43	2.871587	0	2.7705e-03	0.0000e+00	6.2247e-13	0.0000e+00
44	2.768577	0	2.7642e-03	0.0000e+00	5.1909e-13	0.0000e+00
45	2.665566	0	2.7579e-03	0.0000e+00	4.3288e-13	0.0000e+00
46	2.562556	0	2.7512e-03	0.0000e+00	3.6092e-13	0.0000e+00
47	2.459546	0	2.7440e-03	0.0000e+00	3.0087e-13	0.0000e+00
48	2.356536	0	2.7367e-03	0.0000e+00	2.5080e-13	0.0000e+00
49	2.253525	0	2.7297e-03	0.0000e+00	2.0910e-13	0.0000e+00
50	2.150515	0	2.7230e-03	0.0000e+00	1.7436e-13	0.0000e+00
51	2.047505	0	2.7171e-03	0.0000e+00	1.4545e-13	0.0000e+00
52	1.944494	0	2.7133e-03	0.0000e+00	1.2146e-13	0.0000e+00
53	1.841484	0	2.7131e-03	0.0000e+00	1.0159e-13	0.0000e+00
54	1.738474	0	2.7171e-03	0.0000e+00	8.5127e-14	0.0000e+00
55	1.635463	0	2.7249e-03	0.0000e+00	7.1447e-14	0.0000e+00
56	1.532453	0	2.7356e-03	0.0000e+00	6.0026e-14	0.0000e+00
57	1.429443	0	2.7481e-03	0.0000e+00	5.0457e-14	0.0000e+00
58	1.326433	0	2.7613e-03	0.0000e+00	4.2411e-14	0.0000e+00
59	1.223422	0	2.7741e-03	0.0000e+00	3.5632e-14	0.0000e+00
60	1.120412	0	2.7856e-03	0.0000e+00	2.9912e-14	0.0000e+00
61	1.017402	0	2.7952e-03	0.0000e+00	2.5088e-14	0.0000e+00
62	0.914391	0	2.8027e-03	0.0000e+00	2.1022e-14	0.0000e+00
63	0.811381	0	2.8079e-03	0.0000e+00	1.7597e-14	0.0000e+00
64	0.708371	0	2.8111e-03	0.0000e+00	1.4718e-14	0.0000e+00
65	0.605360	0	2.8123e-03	0.0000e+00	1.2301e-14	0.0000e+00
66	0.502350	0	2.8120e-03	0.0000e+00	1.0276e-14	0.0000e+00
67	0.399340	0	2.8108e-03	0.0000e+00	8.5799e-15	0.0000e+00
68	0.296330	0	2.8090e-03	0.0000e+00	7.1625e-15	0.0000e+00
69	0.193319	0	2.8070e-03	0.0000e+00	5.9787e-15	0.0000e+00
70	0.090309	0	2.8054e-03	0.0000e+00	4.9907e-15	0.0000e+00
71	-0.012701	0	2.8048e-03	0.0000e+00	4.1673e-15	0.0000e+00
72	-0.115712	0	2.8057e-03	0.0000e+00	3.4813e-15	0.0000e+00
73	-0.218722	0	2.8087e-03	0.0000e+00	2.9099e-15	0.0000e+00
74	-0.321732	0	2.8137e-03	0.0000e+00	2.4337e-15	0.0000e+00
75	-0.424743	0	2.8204e-03	0.0000e+00	2.0362e-15	0.0000e+00
