Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	7.301030	2930.359082	  0.000821	0	1.226646e-04
1	5.681417	7.198020	2830.464277	  0.001969	0	1.073673e+00
2	11.179063	7.095009	2757.548812	  0.002508	0	1.073673e+00
3	16.508977	6.991999	2674.404836	  0.003183	0	1.073673e+00
4	21.651629	6.888989	2584.271041	  0.004020	0	1.073673e+00
5	26.595020	6.785978	2489.372315	  0.005047	0	1.073673e+00
6	31.338642	6.682968	2394.849356	  0.006291	0	1.073673e+00
7	35.892830	6.579958	2306.114400	  0.007778	0	1.073673e+00
8	40.278170	6.476948	2229.897893	  0.009525	0	1.073673e+00
9	44.526956	6.373937	2171.471897	  0.011538	0	1.073673e+00
10	48.679797	6.270927	2133.881572	  0.013808	0	1.073673e+00
11	52.778390	6.167917	2116.257491	  0.016310	0	1.073673e+00
12	56.859395	6.064906	2115.015424	  0.018998	0	1.073673e+00
13	60.951414	5.961896	2124.936138	  0.021808	0	1.073673e+00
14	65.073642	5.858886	2141.297583	  0.024658	0	1.073673e+00
15	69.237484	5.755875	2160.659750	  0.027455	0	1.073673e+00
16	73.448376	5.652865	2180.433065	  0.030106	0	1.073673e+00
17	77.706762	5.549855	2198.669768	  0.032543	0	1.073673e+00
18	82.009425	5.446845	2214.295031	  0.034742	0	1.073673e+00
19	86.350846	5.343834	2226.634875	  0.036740	0	1.073673e+00
20	90.724125	5.240824	2235.438803	  0.038629	0	1.073673e+00
21	95.121709	5.137814	2240.636352	  0.040547	0	1.073673e+00
22	99.535645	5.034803	2242.216573	  0.042641	0	1.073673e+00
23	103.957766	4.931793	2240.237789	  0.045036	0	1.073673e+00
24	108.379598	4.828783	2234.537630	  0.047819	0	1.073673e+00
25	112.792334	4.725772	2225.112656	  0.051049	0	1.073673e+00
26	117.187483	4.622762	2212.336600	  0.054760	0	1.073673e+00
27	121.557650	4.519752	2196.831446	  0.058961	0	1.073673e+00
28	125.896981	4.416742	2179.299813	  0.063623	0	1.073673e+00
29	130.201199	4.313731	2160.397785	  0.068656	0	1.073673e+00
30	134.467606	4.210721	2140.753944	  0.073898	0	1.073673e+00
31	138.695209	4.107711	2121.096472	  0.079101	0	1.073673e+00
32	142.885487	4.004700	2102.837066	  0.083953	0	1.073673e+00
33	147.041005	3.901690	2085.546174	  0.088125	0	1.073673e+00
34	151.162571	3.798680	2068.034797	  0.091336	0	1.073673e+00
35	155.249918	3.695669	2050.605585	  0.093426	0	1.073673e+00
36	159.302796	3.592659	2033.099180	  0.094397	0	1.073673e+00
37	163.320616	3.489649	2015.361148	  0.094423	0	1.073673e+00
38	167.302499	3.386639	1997.284447	  0.093805	0	1.073673e+00
