Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.1906e-03	0.0000e+00	1.4348e-11	0.0000e+00
2	7.095009	0	2.1920e-03	0.0000e+00	1.2333e-11	0.0000e+00
3	6.991999	0	2.1932e-03	0.0000e+00	1.0667e-11	0.0000e+00
4	6.888989	0	2.1944e-03	0.0000e+00	9.3640e-12	0.0000e+00
5	6.785978	0	2.1952e-03	0.0000e+00	8.2461e-12	0.0000e+00
6	6.682968	0	2.1956e-03	0.0000e+00	7.2344e-12	0.0000e+00
7	6.579958	0	2.1958e-03	0.0000e+00	6.3068e-12	0.0000e+00
8	6.476948	0	2.1958e-03	0.0000e+00	5.4444e-12	0.0000e+00
9	6.373937	0	2.1958e-03	0.0000e+00	4.6630e-12	0.0000e+00
10	6.270927	0	2.1957e-03	0.0000e+00	3.9708e-12	0.0000e+00
11	6.167917	0	2.1955e-03	0.0000e+00	3.3645e-12	0.0000e+00
12	6.064906	0	2.1953e-03	0.0000e+00	2.8467e-12	0.0000e+00
13	5.961896	0	2.1951e-03	0.0000e+00	2.4041e-12	0.0000e+00
14	5.858886	0	2.1949e-03	0.0000e+00	2.0315e-12	0.0000e+00
15	5.755875	0	2.1946e-03	0.0000e+00	1.7179e-12	0.0000e+00
16	5.652865	0	2.1944e-03	0.0000e+00	1.4581e-12	0.0000e+00
17	5.549855	0	2.1941e-03	0.0000e+00	1.2406e-12	0.0000e+00
18	5.446845	0	2.1939e-03	0.0000e+00	1.0601e-12	0.0000e+00
19	5.343834	0	2.1936e-03	0.0000e+00	9.1085e-13	0.0000e+00
20	5.240824	0	2.1935e-03	0.0000e+00	7.8398e-13	0.0000e+00
21	5.137814	0	2.1935e-03	0.0000e+00	6.7510e-13	0.0000e+00
22	5.034803	0	2.1936e-03	0.0000e+00	5.7959e-13	0.0000e+00
23	4.931793	0	2.1940e-03	0.0000e+00	4.9451e-13	0.0000e+00
24	4.828783	0	2.1945e-03	0.0000e+00	4.1930e-13	0.0000e+00
25	4.725772	0	2.1951e-03	0.0000e+00	3.5335e-13	0.0000e+00
26	4.622762	0	2.1959e-03	0.0000e+00	2.9598e-13	0.0000e+00
27	4.519752	0	2.1967e-03	0.0000e+00	2.4668e-13	0.0000e+00
28	4.416742	0	2.1976e-03	0.0000e+00	2.0502e-13	0.0000e+00
29	4.313731	0	2.1985e-03	0.0000e+00	1.6965e-13	0.0000e+00
30	4.210721	0	2.1995e-03	0.0000e+00	1.3998e-13	0.0000e+00
31	4.107711	0	2.2004e-03	0.0000e+00	1.1534e-13	0.0000e+00
32	4.004700	0	2.2013e-03	0.0000e+00	9.4930e-14	0.0000e+00
33	3.901690	0	2.2022e-03	0.0000e+00	7.8045e-14	0.0000e+00
34	3.798680	0	2.2029e-03	0.0000e+00	6.4173e-14	0.0000e+00
35	3.695669	0	2.2038e-03	0.0000e+00	5.2601e-14	0.0000e+00
36	3.592659	0	2.2047e-03	0.0000e+00	4.3076e-14	0.0000e+00
37	3.489649	0	2.2055e-03	0.0000e+00	3.5249e-14	0.0000e+00
38	3.386639	0	2.2063e-03	0.0000e+00	2.8827e-14	0.0000e+00
39	3.283628	0	2.2071e-03	0.0000e+00	2.3559e-14	0.0000e+00
40	3.180618	0	2.2078e-03	0.0000e+00	1.9242e-14	0.0000e+00
41	3.077608	0	2.2086e-03	0.0000e+00	1.5750e-14	0.0000e+00
42	2.974597	0	2.2092e-03	0.0000e+00	1.2895e-14	0.0000e+00
43	2.871587	0	2.2098e-03	0.0000e+00	1.0557e-14	0.0000e+00
44	2.768577	0	2.2105e-03	0.0000e+00	8.6249e-15	0.0000e+00
45	2.665566	0	2.2113e-03	0.0000e+00	6.9968e-15	0.0000e+00
46	2.562556	0	2.2121e-03	0.0000e+00	5.6575e-15	0.0000e+00
47	2.459546	0	2.2131e-03	0.0000e+00	4.5538e-15	0.0000e+00
48	2.356536	0	2.2140e-03	0.0000e+00	3.6553e-15	0.0000e+00
49	2.253525	0	2.2149e-03	0.0000e+00	2.9321e-15	0.0000e+00
50	2.150515	0	2.2157e-03	0.0000e+00	2.3567e-15	0.0000e+00
51	2.047505	0	2.2164e-03	0.0000e+00	1.9024e-15	0.0000e+00
52	1.944494	0	2.2170e-03	0.0000e+00	1.5421e-15	0.0000e+00
53	1.841484	0	2.2175e-03	0.0000e+00	1.2480e-15	0.0000e+00
54	1.738474	0	2.2182e-03	0.0000e+00	1.0056e-15	0.0000e+00
55	1.635463	0	2.2189e-03	0.0000e+00	8.0647e-16	0.0000e+00
56	1.532453	0	2.2195e-03	0.0000e+00	6.4556e-16	0.0000e+00
57	1.429443	0	2.2202e-03	0.0000e+00	5.1700e-16	0.0000e+00
58	1.326433	0	2.2207e-03	0.0000e+00	4.1471e-16	0.0000e+00
59	1.223422	0	2.2212e-03	0.0000e+00	3.3394e-16	0.0000e+00
60	1.120412	0	2.2216e-03	0.0000e+00	2.6974e-16	0.0000e+00
61	1.017402	0	2.2220e-03	0.0000e+00	2.1841e-16	0.0000e+00
62	0.914391	0	2.2224e-03	0.0000e+00	1.7632e-16	0.0000e+00
63	0.811381	0	2.2228e-03	0.0000e+00	1.4187e-16	0.0000e+00
64	0.708371	0	2.2233e-03	0.0000e+00	1.1362e-16	0.0000e+00
65	0.605360	0	2.2238e-03	0.0000e+00	9.0741e-17	0.0000e+00
66	0.502350	0	2.2242e-03	0.0000e+00	7.2145e-17	0.0000e+00
67	0.399340	0	2.2247e-03	0.0000e+00	5.7238e-17	0.0000e+00
68	0.296330	0	2.2251e-03	0.0000e+00	4.5365e-17	0.0000e+00
69	0.193319	0	2.2256e-03	0.0000e+00	3.5835e-17	0.0000e+00
70	0.090309	0	2.2259e-03	0.0000e+00	2.8384e-17	0.0000e+00
71	-0.012701	0	2.2263e-03	0.0000e+00	2.2506e-17	0.0000e+00
72	-0.115712	0	2.2266e-03	0.0000e+00	1.7869e-17	0.0000e+00
73	-0.218722	0	2.2268e-03	0.0000e+00	1.4245e-17	0.0000e+00
74	-0.321732	0	2.2271e-03	0.0000e+00	1.1428e-17	0.0000e+00
75	-0.424743	0	2.2274e-03	0.0000e+00	9.1944e-18	0.0000e+00
76	-0.527753	0	2.2275e-03	0.0000e+00	7.4398e-18	0.0000e+00
77	-0.630763	0	2.2276e-03	0.0000e+00	6.0429e-18	0.0000e+00
78	-0.733773	0	2.2277e-03	0.0000e+00	4.9479e-18	0.0000e+00
79	-0.836784	0	2.2279e-03	0.0000e+00	4.0833e-18	0.0000e+00
80	-0.939794	0	2.2279e-03	0.0000e+00	3.3911e-18	0.0000e+00
81	-1.042804	0	2.2280e-03	0.0000e+00	2.8397e-18	0.0000e+00
82	-1.145815	0	2.2280e-03	0.0000e+00	2.4041e-18	0.0000e+00
83	-1.248825	0	2.2279e-03	0.0000e+00	2.0508e-18	0.0000e+00
84	-1.351835	0	2.2278e-03	0.0000e+00	1.7613e-18	0.0000e+00
85	-1.454846	0	2.2276e-03	0.0000e+00	1.5171e-18	0.0000e+00
86	-1.557856	0	2.2274e-03	0.0000e+00	1.3145e-18	0.0000e+00
87	-1.660866	0	2.2273e-03	0.0000e+00	1.1362e-18	0.0000e+00
88	-1.763876	0	2.2269e-03	0.0000e+00	9.8280e-19	0.0000e+00
89	-1.866887	0	2.2267e-03	0.0000e+00	8.4899e-19	0.0000e+00
90	-1.969897	0	2.2265e-03	0.0000e+00	7.3238e-19	0.0000e+00
91	-2.072907	0	2.2261e-03	0.0000e+00	6.3229e-19	0.0000e+00
92	-2.175918	0	2.2258e-03	0.0000e+00	5.4640e-19	0.0000e+00
93	-2.278928	0	2.2254e-03	0.0000e+00	4.7438e-19	0.0000e+00
94	-2.381938	0	2.2248e-03	0.0000e+00	4.1325e-19	0.0000e+00
95	-2.484949	0	2.2243e-03	0.0000e+00	3.6476e-19	0.0000e+00
96	-2.587959	0	2.2232e-03	0.0000e+00	3.2796e-19	0.0000e+00
97	-2.690969	0	2.2215e-03	0.0000e+00	3.0470e-19	0.0000e+00
98	-2.793979	0	2.2185e-03	0.0000e+00	2.9681e-19	0.0000e+00
99	-2.896990	0	2.2133e-03	0.0000e+00	3.0290e-19	0.0000e+00
100	-3.000000	0	2.2065e-03	0.0000e+00	3.0485e-19	0.0000e+00
