#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
4.7690000000e-02	1.0465317716e+02	4.0903814340e-08                 	2.6385010491e-08                 	1.4518803849e-08                 	6.4505012347e-01                 	8.6981351641e-01                 
4.8620000000e-02	1.0265137842e+02	4.0944197527e-08                 	2.6153732256e-08                 	1.4790465271e-08                 	6.3876529119e-01                 	8.7270401853e-01                 
4.9590000000e-02	1.0064347688e+02	4.0983523976e-08                 	2.6069961191e-08                 	1.4913562786e-08                 	6.3610833480e-01                 	8.7267478327e-01                 
5.0610000000e-02	9.8615096200e+01	4.1027858650e-08                 	2.6042047381e-08                 	1.4985811269e-08                 	6.3474059427e-01                 	8.7120742544e-01                 
5.1660000000e-02	9.6610724326e+01	4.1071180193e-08                 	2.5966091606e-08                 	1.5105088587e-08                 	6.3222170593e-01                 	8.7121053868e-01                 
5.2760000000e-02	9.4596474956e+01	4.1114003721e-08                 	2.5903649340e-08                 	1.5210354381e-08                 	6.3004443731e-01                 	8.7117236519e-01                 
5.3910000000e-02	9.2578557201e+01	4.1158290070e-08                 	2.5867272023e-08                 	1.5291018047e-08                 	6.2848266968e-01                 	8.7061203836e-01                 
5.5100000000e-02	9.0579129196e+01	4.1205895824e-08                 	2.5854934770e-08                 	1.5350961054e-08                 	6.2745716974e-01                 	8.6943339560e-01                 
5.6360000000e-02	8.8554116726e+01	4.1254674846e-08                 	2.5831403369e-08                 	1.5423271478e-08                 	6.2614487848e-01                 	8.6867576406e-01                 
5.7670000000e-02	8.6542570118e+01	4.1306660055e-08                 	2.5833919170e-08                 	1.5472740885e-08                 	6.2541776885e-01                 	8.6726038028e-01                 
5.9040000000e-02	8.4534383785e+01	4.1363019394e-08                 	2.5841111510e-08                 	1.5521907884e-08                 	6.2473948683e-01                 	8.6568115823e-01                 
6.0480000000e-02	8.2521660362e+01	4.1419457400e-08                 	2.5817538225e-08                 	1.5601919175e-08                 	6.2331908349e-01                 	8.6507080841e-01                 
6.1990000000e-02	8.0511534420e+01	4.1478059887e-08                 	2.5816672099e-08                 	1.5661387788e-08                 	6.2241754242e-01                 	8.6394746726e-01                 
6.3580000000e-02	7.8498112908e+01	4.1541805509e-08                 	2.5841743267e-08                 	1.5700062242e-08                 	6.2206596344e-01                 	8.6209973715e-01                 
6.5260000000e-02	7.6477321770e+01	4.1611115873e-08                 	2.5877498635e-08                 	1.5733617238e-08                 	6.2188908161e-01                 	8.5991998387e-01                 
6.7020000000e-02	7.4468964767e+01	4.1686038315e-08                 	2.5924145121e-08                 	1.5761893194e-08                 	6.2189035391e-01                 	8.5739874631e-01                 
6.8880000000e-02	7.2458043245e+01	4.1770945797e-08                 	2.6012689633e-08                 	1.5758256164e-08                 	6.2274600530e-01                 	8.5359544082e-01                 
6.9850000000e-02	7.1451825607e+01	4.1828060578e-08                 	2.6126586245e-08                 	1.5701474333e-08                 	6.2461863840e-01                 	8.4943020447e-01                 
7.0850000000e-02	7.0443331245e+01	4.1891770380e-08                 	2.6171435775e-08                 	1.5720334604e-08                 	6.2473931128e-01                 	8.4684425290e-01                 
7.1250000000e-02	7.0047859911e+01	4.1916505428e-08                 	2.6143694351e-08                 	1.5772811077e-08                 	6.2370882506e-01                 	8.4700086949e-01                 
7.1870000000e-02	6.9443578944e+01	4.1950014180e-08                 	2.6066985201e-08                 	1.5883028979e-08                 	6.2138203551e-01                 	8.4826847353e-01                 
7.2930000000e-02	6.8434252279e+01	4.1981046022e-08                 	2.5795371392e-08                 	1.6185674630e-08                 	6.1445280279e-01                 	8.5495569744e-01                 
7.4020000000e-02	6.7426506602e+01	4.1997276610e-08                 	2.5522207169e-08                 	1.6475069441e-08                 	6.0771100484e-01                 	8.6226188733e-01                 
7.5140000000e-02	6.6421480153e+01	4.2004373499e-08                 	2.5265498370e-08                 	1.6738875130e-08                 	6.0149685056e-01                 	8.6953674110e-01                 
7.6290000000e-02	6.5420238808e+01	4.2002607600e-08                 	2.5024205210e-08                 	1.6978402390e-08                 	5.9577742050e-01                 	8.7679897316e-01                 
7.7490000000e-02	6.4407149551e+01	4.1997447056e-08                 	2.4851917764e-08                 	1.7145529292e-08                 	5.9174829677e-01                 	8.8245679227e-01                 
7.8720000000e-02	6.3400787839e+01	4.2012337430e-08                 	2.4849937719e-08                 	1.7162399711e-08                 	5.9149143416e-01                 	8.8299757975e-01                 
7.9990000000e-02	6.2394174505e+01	4.2032414277e-08                 	2.4866981428e-08                 	1.7165432850e-08                 	5.9161439701e-01                 	8.8287511469e-01                 
8.1300000000e-02	6.1388807118e+01	4.2064040325e-08                 	2.4968080032e-08                 	1.7095960294e-08                 	5.9357303384e-01                 	8.8023869914e-01                 
8.2660000000e-02	6.0378780773e+01	4.2114667765e-08                 	2.5162906399e-08                 	1.6951761366e-08                 	5.9748557294e-01                 	8.7463494581e-01                 
8.3770000000e-02	5.9578727691e+01	4.2177589638e-08                 	2.5413370183e-08                 	1.6764219455e-08                 	6.0253253923e-01                 	8.6705262097e-01                 
8.4920000000e-02	5.8771903187e+01	4.2265662786e-08                 	2.5699383536e-08                 	1.6566279250e-08                 	6.0804402065e-01                 	8.5775080896e-01                 
8.6100000000e-02	5.7966434596e+01	4.2347708110e-08                 	2.5819056350e-08                 	1.6528651760e-08                 	6.0969194090e-01                 	8.5266423277e-01                 
8.6700000000e-02	5.7565282799e+01	4.2381770105e-08                 	2.5801597885e-08                 	1.6580172219e-08                 	6.0879000149e-01                 	8.5213127808e-01                 
8.7310000000e-02	5.7163097225e+01	4.2396947829e-08                 	2.5680691568e-08                 	1.6716256261e-08                 	6.0572029079e-01                 	8.5475710390e-01                 
8.8560000000e-02	5.6356255857e+01	4.2400074714e-08                 	2.5375709366e-08                 	1.7024365348e-08                 	5.9848265686e-01                 	8.6274381372e-01                 
8.9840000000e-02	5.5553317216e+01	4.2380812466e-08                 	2.5030734715e-08                 	1.7350077751e-08                 	5.9061479143e-01                 	8.7300190840e-01                 
9.1160000000e-02	5.4748903233e+01	4.2362444321e-08                 	2.4777505079e-08                 	1.7584939242e-08                 	5.8489318726e-01                 	8.8132279362e-01                 
9.2520000000e-02	5.3944120392e+01	4.2368896886e-08                 	2.4710471051e-08                 	1.7658425834e-08                 	5.8322195922e-01                 	8.8401670129e-01                 
9.3920000000e-02	5.3140012976e+01	4.2384448855e-08                 	2.4693447273e-08                 	1.7691001582e-08                 	5.8260630821e-01                 	8.8506214298e-01                 
9.5370000000e-02	5.2332075272e+01	4.2405277296e-08                 	2.4718927968e-08                 	1.7686349328e-08                 	5.8292103116e-01                 	8.8486738672e-01                 
9.6860000000e-02	5.1527049542e+01	4.2446820450e-08                 	2.4860922495e-08                 	1.7585897955e-08                 	5.8569575369e-01                 	8.8105267180e-01                 
9.8390000000e-02	5.0725785331e+01	4.2506281501e-08                 	2.5068238468e-08                 	1.7438043033e-08                 	5.8975373952e-01                 	8.7504282918e-01                 
9.9980000000e-02	4.9919084004e+01	4.2583602810e-08                 	2.5328934862e-08                 	1.7254667948e-08                 	5.9480488241e-01                 	8.6717865037e-01                 
1.0160000000e-01	4.9123130105e+01	4.2684241024e-08                 	2.5654937172e-08                 	1.7029303852e-08                 	6.0104002219e-01                 	8.5689883683e-01                 
1.0330000000e-01	4.8314714605e+01	4.2784177859e-08                 	2.5910796270e-08                 	1.6873381589e-08                 	6.0561631815e-01                 	8.4810085692e-01                 
1.0420000000e-01	4.7897409008e+01	4.2827669102e-08                 	2.5991493035e-08                 	1.6836176067e-08                 	6.0688553873e-01                 	8.4488107225e-01                 
