Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	8.000000	1277.289715	 -0.000005	0	1.517859e-28
1	     inf	7.908333	1258.040676	 -0.000000	1	2.804562e-06
2	     inf	7.816667	1243.943170	  0.000000	1	1.030142e-06
3	     inf	7.725000	1225.335570	 -0.000000	1	2.804562e-06
4	     inf	7.633333	1220.594263	  0.000000	1	1.699735e-06
5	     inf	7.541667	1209.929765	  0.000000	1	1.699735e-06
6	     inf	7.450000	1201.452513	  0.000000	1	1.699735e-06
7	     inf	7.358333	1193.742103	  0.000000	1	1.699735e-06
8	     inf	7.266667	1187.989536	  0.000000	1	1.030142e-06
9	     inf	7.175000	1183.536984	  0.000000	1	2.804562e-06
10	     inf	7.083333	1178.745615	  0.000000	1	1.030142e-06
11	     inf	6.991667	1174.203597	  0.000000	1	1.699735e-06
12	     inf	6.900000	1169.314592	 -0.000000	1	1.699735e-06
13	     inf	6.808333	1163.738779	  0.000000	1	1.699735e-06
14	     inf	6.716667	1156.722551	  0.000000	1	1.030142e-06
15	     inf	6.625000	1148.094382	  0.000000	1	1.030142e-06
16	     inf	6.533333	1137.105957	  0.000000	1	1.030142e-06
17	     inf	6.441667	1123.480970	  0.000000	1	1.030142e-06
18	     inf	6.350000	1106.262132	  0.000000	1	1.030142e-06
19	     inf	6.258333	1084.952735	  0.000000	1	1.030142e-06
20	     inf	6.166667	1058.899751	  0.000000	1	1.030142e-06
21	     inf	6.075000	1027.933095	 -0.000000	1	1.699735e-06
22	     inf	5.983333	991.992215	  0.000000	1	1.030142e-06
23	     inf	5.891667	950.491950	 -0.000000	1	1.699735e-06
24	     inf	5.800000	896.704326	 -0.000000	1	1.699735e-06
25	     inf	5.708333	842.396453	  0.000000	1	1.699735e-06
26	     inf	5.616667	791.842155	 -0.000000	0	1.699735e-06
27	     inf	5.525000	742.921473	  0.000000	1	1.699735e-06
28	     inf	5.433333	697.054490	  0.000000	0	1.699735e-06
29	     inf	5.341667	654.055715	  0.000000	1	1.030142e-06
30	     inf	5.250000	614.205712	  0.000000	0	1.030142e-06
31	     inf	5.158333	576.876839	  0.000000	0	1.699735e-06
32	     inf	5.066667	541.844344	  0.000000	0	1.699735e-06
33	     inf	4.975000	508.451919	  0.000000	0	1.030142e-06
34	     inf	4.883333	478.908285	  0.000000	0	1.699735e-06
35	     inf	4.791667	455.397108	 -0.000000	0	2.804562e-06
36	     inf	4.700000	434.887863	  0.000000	1	1.699735e-06
37	     inf	4.608333	416.263913	  0.000000	1	2.804562e-06
38	     inf	4.516667	398.203769	  0.000000	1	1.030142e-06
39	     inf	4.425000	379.153992	 -0.000000	1	4.627528e-06
40	     inf	4.333333	358.635875	  0.000000	1	1.699735e-06
41	     inf	4.241667	336.885363	  0.000000	1	1.699735e-06
42	     inf	4.150000	317.722661	  0.000000	1	2.804562e-06
43	     inf	4.058333	303.477005	  0.000000	1	2.804562e-06
44	     inf	3.966667	294.970905	 -0.000000	1	4.627528e-06
45	     inf	3.875000	288.086935	  0.000000	1	1.699735e-06
46	     inf	3.783333	282.255603	 -0.000000	1	4.627528e-06
47	     inf	3.691667	277.282921	 -0.000000	1	4.627528e-06
48	     inf	3.600000	272.941492	  0.000000	1	2.804562e-06
49	     inf	3.508333	269.043695	  0.000000	1	4.627528e-06
50	     inf	3.416667	265.470239	  0.000000	1	4.627528e-06
51	     inf	3.325000	262.171929	 -0.000000	1	7.635421e-06
52	     inf	3.233333	259.236151	 -0.000000	1	7.635421e-06
53	     inf	3.141667	256.859100	  0.000000	1	4.627528e-06
54	     inf	3.050000	255.587779	  0.000000	1	4.627528e-06
55	     inf	2.958333	255.026518	  0.000001	1	4.627528e-06
56	     inf	2.866667	253.426712	  0.000001	1	4.627528e-06
57	     inf	2.775000	251.586864	  0.000001	1	7.635421e-06
58	     inf	2.683333	249.623996	  0.000003	1	4.627528e-06
59	     inf	2.591667	247.645899	 -0.000003	1	1.259844e-05
60	     inf	2.500000	245.757204	  0.000008	1	4.627528e-06
61	     inf	2.408333	244.093481	 -0.000000	1	7.635421e-06
62	     inf	2.316667	242.868183	  0.000006	1	1.259844e-05
63	     inf	2.225000	242.476123	  0.000005	1	7.635421e-06
64	     inf	2.133333	243.639388	 -0.000003	1	3.429926e-05
