Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	5.6768e-03	0.0000e+00	4.4764e-08	0.0000e+00
2	7.095009	0	5.6779e-03	0.0000e+00	3.5414e-08	0.0000e+00
3	6.991999	0	5.6746e-03	0.0000e+00	2.8044e-08	0.0000e+00
4	6.888989	0	5.6664e-03	0.0000e+00	2.2298e-08	0.0000e+00
5	6.785978	0	5.6550e-03	0.0000e+00	1.7723e-08	0.0000e+00
6	6.682968	0	5.6403e-03	0.0000e+00	1.4087e-08	0.0000e+00
7	6.579958	0	5.6223e-03	0.0000e+00	1.1195e-08	0.0000e+00
8	6.476948	0	5.6012e-03	0.0000e+00	8.8963e-09	0.0000e+00
9	6.373937	0	5.5772e-03	0.0000e+00	7.0687e-09	0.0000e+00
10	6.270927	0	5.5501e-03	0.0000e+00	5.6168e-09	0.0000e+00
11	6.167917	0	5.5203e-03	0.0000e+00	4.4633e-09	0.0000e+00
12	6.064906	0	5.4879e-03	0.0000e+00	3.5461e-09	0.0000e+00
13	5.961896	0	5.4529e-03	0.0000e+00	2.8168e-09	0.0000e+00
14	5.858886	0	5.4155e-03	0.0000e+00	2.2368e-09	0.0000e+00
15	5.755876	0	5.3758e-03	0.0000e+00	1.7761e-09	0.0000e+00
16	5.652865	0	5.3338e-03	0.0000e+00	1.4102e-09	0.0000e+00
17	5.549855	0	5.2898e-03	0.0000e+00	1.1196e-09	0.0000e+00
18	5.446845	0	5.2438e-03	0.0000e+00	8.8880e-10	0.0000e+00
19	5.343834	0	5.1968e-03	0.0000e+00	7.0635e-10	0.0000e+00
20	5.240824	0	5.1518e-03	0.0000e+00	5.6381e-10	0.0000e+00
21	5.137814	0	5.1188e-03	0.0000e+00	4.5713e-10	0.0000e+00
22	5.034803	0	5.1141e-03	0.0000e+00	3.8444e-10	0.0000e+00
23	4.931793	0	5.1343e-03	0.0000e+00	3.3823e-10	0.0000e+00
24	4.828783	0	5.1528e-03	0.0000e+00	3.0697e-10	0.0000e+00
25	4.725772	0	5.1485e-03	0.0000e+00	2.8096e-10	0.0000e+00
26	4.622762	0	5.1215e-03	0.0000e+00	2.4733e-10	0.0000e+00
27	4.519752	0	5.0879e-03	0.0000e+00	2.0990e-10	0.0000e+00
28	4.416742	0	5.0518e-03	0.0000e+00	1.7816e-10	0.0000e+00
29	4.313731	0	5.0155e-03	0.0000e+00	1.4904e-10	0.0000e+00
30	4.210721	0	4.9824e-03	0.0000e+00	1.2160e-10	0.0000e+00
31	4.107711	0	4.9520e-03	0.0000e+00	9.6830e-11	0.0000e+00
32	4.004700	0	4.9174e-03	0.0000e+00	7.9319e-11	0.0000e+00
33	3.901690	0	4.8769e-03	0.0000e+00	6.7495e-11	0.0000e+00
34	3.798680	0	4.8352e-03	0.0000e+00	5.7149e-11	0.0000e+00
35	3.695670	0	4.7921e-03	0.0000e+00	4.8289e-11	0.0000e+00
36	3.592659	0	4.7483e-03	0.0000e+00	4.0684e-11	0.0000e+00
37	3.489649	0	4.7043e-03	0.0000e+00	3.4171e-11	0.0000e+00
38	3.386639	0	4.6601e-03	0.0000e+00	2.8624e-11	0.0000e+00
39	3.283628	0	4.6159e-03	0.0000e+00	2.3922e-11	0.0000e+00
40	3.180618	0	4.5721e-03	0.0000e+00	1.9945e-11	0.0000e+00
41	3.077608	0	4.5287e-03	0.0000e+00	1.6583e-11	0.0000e+00
42	2.974597	0	4.4862e-03	0.0000e+00	1.3744e-11	0.0000e+00
43	2.871587	0	4.4447e-03	0.0000e+00	1.1354e-11	0.0000e+00
44	2.768577	0	4.4045e-03	0.0000e+00	9.3496e-12	0.0000e+00
45	2.665567	0	4.3655e-03	0.0000e+00	7.6701e-12	0.0000e+00
46	2.562556	0	4.3283e-03	0.0000e+00	6.2637e-12	0.0000e+00
47	2.459546	0	4.2932e-03	0.0000e+00	5.0895e-12	0.0000e+00
48	2.356536	0	4.2596e-03	0.0000e+00	4.1157e-12	0.0000e+00
49	2.253525	0	4.2275e-03	0.0000e+00	3.3146e-12	0.0000e+00
50	2.150515	0	4.1963e-03	0.0000e+00	2.6615e-12	0.0000e+00
51	2.047505	0	4.1649e-03	0.0000e+00	2.1346e-12	0.0000e+00
52	1.944494	0	4.1328e-03	0.0000e+00	1.7145e-12	0.0000e+00
53	1.841484	0	4.0986e-03	0.0000e+00	1.3834e-12	0.0000e+00
54	1.738474	0	4.0622e-03	0.0000e+00	1.1239e-12	0.0000e+00
55	1.635464	0	4.0230e-03	0.0000e+00	9.2015e-13	0.0000e+00
56	1.532453	0	3.9815e-03	0.0000e+00	7.5903e-13	0.0000e+00
57	1.429443	0	3.9376e-03	0.0000e+00	6.3052e-13	0.0000e+00
58	1.326433	0	3.8912e-03	0.0000e+00	5.2675e-13	0.0000e+00
59	1.223422	0	3.8434e-03	0.0000e+00	4.4174e-13	0.0000e+00
60	1.120412	0	3.7940e-03	0.0000e+00	3.7119e-13	0.0000e+00
61	1.017402	0	3.7440e-03	0.0000e+00	3.1200e-13	0.0000e+00
62	0.914391	0	3.6942e-03	0.0000e+00	2.6196e-13	0.0000e+00
63	0.811381	0	3.6448e-03	0.0000e+00	2.1947e-13	0.0000e+00
64	0.708371	0	3.5966e-03	0.0000e+00	1.8329e-13	0.0000e+00
65	0.605361	0	3.5501e-03	0.0000e+00	1.5251e-13	0.0000e+00
66	0.502350	0	3.5054e-03	0.0000e+00	1.2638e-13	0.0000e+00
67	0.399340	0	3.4628e-03	0.0000e+00	1.0428e-13	0.0000e+00
68	0.296330	0	3.4226e-03	0.0000e+00	8.5662e-14	0.0000e+00
69	0.193319	0	3.3848e-03	0.0000e+00	7.0013e-14	0.0000e+00
70	0.090309	0	3.3502e-03	0.0000e+00	5.6877e-14	0.0000e+00
71	-0.012701	0	3.3189e-03	0.0000e+00	4.5878e-14	0.0000e+00
72	-0.115712	0	3.2914e-03	0.0000e+00	3.6692e-14	0.0000e+00
73	-0.218722	0	3.2680e-03	0.0000e+00	2.9050e-14	0.0000e+00
74	-0.321732	0	3.2492e-03	0.0000e+00	2.2728e-14	0.0000e+00
75	-0.424742	0	3.2346e-03	0.0000e+00	1.7536e-14	0.0000e+00
76	-0.527753	0	3.2239e-03	0.0000e+00	1.3313e-14	0.0000e+00
77	-0.630763	0	3.2162e-03	0.0000e+00	9.9160e-15	0.0000e+00
78	-0.733773	0	3.2081e-03	0.0000e+00	7.2151e-15	0.0000e+00
79	-0.836784	0	3.1905e-03	0.0000e+00	5.0824e-15	0.0000e+00
80	-0.939794	0	3.1387e-03	0.0000e+00	3.3957e-15	0.0000e+00
81	-1.042804	0	2.9848e-03	0.0000e+00	2.0499e-15	0.0000e+00
82	-1.145815	0	2.5458e-03	0.0000e+00	9.7954e-16	0.0000e+00
83	-1.248825	0	1.4219e-03	0.0000e+00	2.2638e-16	0.0000e+00
84	-1.351835	0	4.3432e-04	0.0000e+00	2.6703e-17	0.0000e+00
85	-1.454845	0	2.0934e-04	0.0000e+00	7.9897e-18	0.0000e+00
86	-1.557856	0	3.7792e-04	0.0000e+00	1.4727e-17	0.0000e+00
87	-1.660866	0	1.0874e-03	0.0000e+00	6.6207e-17	0.0000e+00
88	-1.763876	0	1.9989e-03	0.0000e+00	1.8668e-16	0.0000e+00
89	-1.866887	0	2.5738e-03	0.0000e+00	3.1865e-16	0.0000e+00
90	-1.969897	0	2.7541e-03	0.0000e+00	3.8454e-16	0.0000e+00
