Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	8.000000	1774.561025	  0.003753	0	1.517859e-28
1	     inf	7.908333	1720.285048	  0.000000	1	2.640142e-05
2	     inf	7.816667	1692.396441	  0.000000	1	2.640142e-05
3	     inf	7.725000	1668.618796	  0.000000	1	2.640142e-05
4	     inf	7.633333	1636.299091	  0.000000	1	2.640142e-05
5	     inf	7.541667	1598.163529	  0.000000	1	2.640142e-05
6	     inf	7.450000	1562.824939	  0.000000	1	2.640142e-05
7	     inf	7.358333	1526.567246	  0.000000	1	2.640142e-05
8	     inf	7.266667	1494.735690	 -0.000000	1	2.640142e-05
9	     inf	7.175000	1462.660185	 -0.000000	1	2.640142e-05
10	     inf	7.083333	1432.777544	 -0.000000	1	2.640142e-05
11	     inf	6.991667	1405.673524	 -0.000000	1	2.640142e-05
12	     inf	6.900000	1381.525350	 -0.000000	1	2.640142e-05
13	     inf	6.808333	1359.577318	 -0.000000	1	2.640142e-05
14	     inf	6.716667	1340.462017	 -0.000000	1	2.640142e-05
15	     inf	6.625000	1323.288455	 -0.000000	1	2.640142e-05
16	     inf	6.533333	1307.727872	 -0.000000	1	2.640142e-05
17	     inf	6.441667	1292.908681	 -0.000000	1	2.640142e-05
18	     inf	6.350000	1278.255301	 -0.000000	1	2.640142e-05
19	     inf	6.258333	1262.855604	 -0.000000	1	2.640142e-05
20	     inf	6.166667	1246.149697	 -0.000000	1	2.640142e-05
21	     inf	6.075000	1227.585911	 -0.000000	1	2.640142e-05
22	     inf	5.983333	1206.843207	  0.000000	1	2.640142e-05
23	     inf	5.891667	1183.564131	  0.000000	1	2.640142e-05
24	     inf	5.800000	1157.499529	  0.000000	1	2.640142e-05
25	     inf	5.708333	1128.801623	 -0.000000	1	2.640142e-05
26	     inf	5.616667	1097.847394	 -0.000000	1	2.640142e-05
27	     inf	5.525000	1064.742985	 -0.000000	1	2.640142e-05
28	     inf	5.433333	1029.596071	 -0.000000	1	2.640142e-05
29	     inf	5.341667	992.904740	 -0.000000	1	2.640142e-05
30	     inf	5.250000	954.444635	  0.000000	1	2.640142e-05
31	     inf	5.158333	914.322975	  0.000000	1	2.640142e-05
32	     inf	5.066667	873.396421	 -0.000001	1	2.640142e-05
33	     inf	4.975000	832.131926	 -0.000001	1	2.640142e-05
34	     inf	4.883333	790.322079	  0.000000	1	2.640142e-05
35	     inf	4.791667	747.319711	  0.000000	1	2.640142e-05
36	     inf	4.700000	703.380805	  0.000000	1	2.640142e-05
37	     inf	4.608333	660.814466	 -0.000000	1	2.640142e-05
38	     inf	4.516667	620.485495	 -0.000002	0	2.640142e-05
39	     inf	4.425000	582.618255	 -0.000002	1	2.640142e-05
40	     inf	4.333333	546.937364	 -0.000000	1	2.640142e-05
41	     inf	4.241667	514.135652	 -0.000003	1	2.640142e-05
42	     inf	4.150000	483.920438	  0.000002	0	2.640142e-05
43	     inf	4.058333	457.235330	  0.000002	1	2.640142e-05
44	     inf	3.966667	436.006801	 -0.000004	1	2.640142e-05
45	     inf	3.875000	415.335381	 -0.000005	1	2.640142e-05
46	     inf	3.783333	394.716705	 -0.000003	1	2.640142e-05
47	     inf	3.691667	374.084141	  0.000001	1	2.640142e-05
48	     inf	3.600000	354.062535	 -0.000000	1	2.640142e-05
49	     inf	3.508333	335.786163	 -0.000002	1	2.640142e-05
50	     inf	3.416667	320.142418	 -0.000001	1	2.640142e-05
51	     inf	3.325000	307.658723	  0.000001	1	4.356234e-05
52	     inf	3.233333	298.340152	 -0.000019	1	2.640142e-05
53	     inf	3.141667	291.335238	 -0.000011	1	2.640142e-05
54	     inf	3.050000	286.842157	 -0.000010	1	4.356234e-05
55	     inf	2.958333	284.509412	  0.000006	1	4.356234e-05
56	     inf	2.866667	281.775857	 -0.000077	1	7.187786e-05
57	     inf	2.775000	279.062045	 -0.000015	1	4.356234e-05
58	     inf	2.683333	276.391394	  0.000011	1	7.187786e-05
59	     inf	2.591667	273.754418	 -0.000080	1	7.187786e-05
60	     inf	2.500000	271.135646	 -0.000003	1	7.187786e-05
61	     inf	2.408333	268.554617	 -0.000084	1	7.187786e-05
62	     inf	2.316667	266.155806	 -0.000082	1	7.187786e-05
63	     inf	2.225000	264.318714	  0.000018	1	1.185985e-04
64	     inf	2.133333	263.729016	 -0.000367	1	7.187786e-05
65	     inf	2.041667	265.490710	  0.000061	1	1.185985e-04
66	     inf	1.950000	267.688511	  0.000059	1	1.185985e-04
67	     inf	1.858333	267.760567	 -0.000232	1	1.185985e-04
68	     inf	1.766667	267.824935	 -0.000433	1	1.185985e-04
69	     inf	1.675000	267.903532	 -0.010703	1	1.185985e-04
70	     inf	1.583333	268.173588	 -0.003303	1	1.956875e-04
71	     inf	1.491667	268.776981	 -0.000206	1	3.228843e-04
72	     inf	1.400000	269.841317	 -0.001147	1	3.228843e-04
73	     inf	1.308333	271.472065	  0.000725	1	5.327592e-04
74	     inf	1.216667	273.793836	 -0.033841	1	3.228843e-04
75	     inf	1.125000	276.954005	 -0.004995	1	5.327592e-04
76	     inf	1.033333	280.795961	 -0.004230	1	8.790526e-04
77	     inf	0.941667	283.353412	  0.015610	1	8.790526e-04
78	     inf	0.850000	284.064151	  0.009842	1	8.790526e-04
79	     inf	0.758333	284.500362	  3.145753	1	8.790526e-04
80	     inf	0.666667	284.718386	 -0.006040	1	2.393221e-03
81	     inf	0.575000	284.774715	  0.056285	1	2.393221e-03
82	     inf	0.483333	284.681149	 -0.007736	1	1.450437e-03
83	     inf	0.391667	284.467165	 -2.821776	1	1.956875e-04
84	     inf	0.300000	284.187895	  0.011074	1	2.393221e-03
85	     inf	0.208333	283.958675	 -0.005433	1	1.450437e-03
86	     inf	0.116667	283.904060	  0.129086	1	3.228843e-04
87	     inf	0.025000	283.935648	  0.012907	1	1.450437e-03
88	     inf	-0.066667	283.623274	  0.001525	1	1.185985e-04
89	     inf	-0.158333	282.932239	  0.001070	1	1.185985e-04
90	     inf	-0.250000	282.298089	 -0.004049	1	1.185985e-04
91	     inf	-0.341667	281.898250	  0.002211	1	8.790526e-04
92	     inf	-0.433333	281.834664	 -0.015574	1	1.956875e-04
93	     inf	-0.525000	282.107521	  0.005382	1	2.393221e-03
94	     inf	-0.616667	282.635575	 -0.020186	1	1.956875e-04
95	     inf	-0.708333	283.253531	  0.005730	1	1.450437e-03
96	     inf	-0.800000	283.762168	 -0.007811	1	5.327592e-04
97	     inf	-0.891667	283.991166	 -0.001824	1	5.327592e-04
98	     inf	-0.983333	283.806376	 -0.001971	1	5.327592e-04
99	     inf	-1.075000	283.111532	 -0.004649	1	5.327592e-04
100	     inf	-1.166667	281.885124	 -0.000092	1	8.790526e-04
101	     inf	-1.258333	280.141714	 -0.000441	1	8.790526e-04
102	     inf	-1.350000	277.899999	 -0.001611	1	8.790526e-04
103	     inf	-1.441667	275.214213	 -0.004912	1	8.790526e-04
104	     inf	-1.533333	272.169964	 -0.010121	1	8.790526e-04
105	     inf	-1.625000	268.869016	  0.075807	1	1.450437e-03
106	     inf	-1.716667	265.413566	 -0.071189	1	8.790526e-04
107	     inf	-1.808333	261.898129	  0.001148	1	8.790526e-04
108	     inf	-1.900000	258.409392	  0.000685	1	8.790526e-04
109	     inf	-1.991667	255.026163	  0.000451	1	8.790526e-04
110	     inf	-2.083333	251.813103	  0.000044	1	8.790526e-04
111	     inf	-2.175000	248.807689	  0.000254	1	3.228843e-04
112	     inf	-2.266667	246.010867	 -0.000325	1	8.790526e-04
113	     inf	-2.358333	243.385776	 -0.000114	1	8.790526e-04
114	     inf	-2.450000	240.859715	 -0.000374	1	5.327592e-04
